wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available,public_chars,public_utf8_bytes,neutral_round,neutral_live_encounters,frontend_page
72.082956,-1,0,0,0,0,130.552689,2.174500,1.427400,16.805901,1,877,877,0,0,detail
72.099480,-1,0,0,0,0,16.667002,109.087402,4.972600,130.425705,1,877,877,0,0,detail
72.116095,-1,0,0,0,0,16.666800,2.824300,4.764500,15.793200,1,877,877,0,0,detail
72.133193,-1,0,0,0,0,16.666800,2.589400,5.151400,16.472099,1,877,877,0,0,detail
72.149416,-1,0,0,0,0,16.666702,8.652200,3.357200,16.907200,1,877,877,0,0,detail
72.166016,-1,0,0,0,0,16.666800,1.846700,3.053900,16.173100,1,877,877,0,0,detail
72.182712,-1,0,0,0,0,16.666800,2.087400,3.115200,16.811001,1,877,877,0,0,detail
72.199351,-1,0,0,0,0,16.666901,2.315100,3.233400,16.495600,1,877,877,0,0,detail
72.216210,-1,0,0,0,0,16.666800,1.783500,3.032900,16.633900,1,877,877,0,0,detail
72.232679,-1,0,0,0,0,16.666698,2.220800,3.381800,16.861099,1,877,877,0,0,detail
72.249348,-1,0,0,0,0,16.666901,1.873600,3.222200,16.646200,1,877,877,0,0,detail
72.266150,-1,0,0,0,0,16.674797,2.070900,3.944200,16.577499,1,877,877,0,0,detail
72.282772,-1,0,0,0,0,16.666901,2.453300,3.152300,16.871401,1,877,877,0,0,detail
72.299505,-1,0,0,0,0,16.666698,2.176700,3.317700,16.551901,1,877,877,0,0,detail
72.316058,-1,0,0,0,0,16.666800,2.197800,3.034600,16.875500,1,877,877,0,0,detail
72.332818,-1,0,0,0,0,16.666901,2.132100,4.303000,16.418800,1,877,877,0,0,detail
72.349412,-1,0,0,0,0,16.666901,2.341800,2.687200,16.672800,1,877,877,0,0,detail
72.366040,-1,0,0,0,0,16.666698,1.933900,2.939500,16.604200,1,877,877,0,0,detail
72.382678,-1,0,0,0,0,16.666901,2.017700,3.553100,16.777201,1,877,877,0,0,detail
72.399456,-1,0,0,0,0,16.666901,2.570200,3.435800,16.974800,1,877,877,0,0,detail
72.416071,-1,0,0,0,0,16.666698,2.396600,2.851600,16.385000,1,877,877,0,0,detail
72.432689,-1,0,0,0,0,16.666803,2.093400,2.845000,16.634800,1,877,877,0,0,detail
72.449373,-1,0,0,0,0,16.666698,2.130800,3.035700,16.587799,1,877,877,0,0,detail
72.466075,-1,0,0,0,0,16.666698,2.115400,3.213400,16.726999,1,877,877,0,0,detail
72.482757,-1,0,0,0,0,16.666800,2.390700,3.396300,16.729099,1,877,877,0,0,detail
72.499440,-1,0,0,0,0,16.666800,2.098300,3.023100,16.578600,1,877,877,0,0,detail
72.516134,-1,0,0,0,0,16.666901,2.105400,4.202400,16.986099,1,877,877,0,0,detail
72.532778,-1,0,0,0,0,16.666800,2.757700,3.214500,16.487400,1,877,877,0,0,detail
72.654823,-1,0,0,0,0,121.851105,2.025400,1.314500,16.487400,1,877,877,0,0,detail
72.671504,-1,0,0,0,0,16.747597,99.600998,3.673200,121.482300,1,877,877,0,0,detail
72.688074,-1,0,0,0,0,16.667002,2.262000,2.947600,16.203800,1,877,877,0,0,detail
72.704940,-1,0,0,0,0,16.667101,2.328900,3.243200,16.675699,1,877,877,0,0,detail
72.721313,-1,0,0,0,0,16.666800,7.806200,3.631800,16.816099,1,877,877,0,0,detail
72.738021,-1,0,0,0,0,16.666901,2.308900,3.067400,16.317400,1,877,877,0,0,detail
72.754676,-1,0,0,0,0,16.666800,2.041500,2.943000,16.762899,1,877,877,0,0,detail
72.771321,-1,0,0,0,0,16.666698,1.987700,3.275200,16.799801,1,877,877,0,0,detail
72.788043,-1,0,0,0,0,16.666901,2.165500,3.097300,16.496599,1,877,877,0,0,detail
72.804689,-1,0,0,0,0,16.666698,2.373200,3.387100,16.763901,1,877,877,0,0,detail
72.821311,-1,0,0,0,0,16.666901,2.149800,2.961800,16.583700,1,877,877,0,0,detail
72.837969,-1,0,0,0,0,16.668499,1.963500,3.365300,16.736200,1,877,877,0,0,detail
72.854763,-1,0,0,0,0,16.666800,2.120500,3.327000,16.474199,1,877,877,0,0,detail
72.871525,-1,0,0,0,0,16.666702,1.973500,3.800500,16.877501,1,877,877,0,0,detail
72.888062,-1,0,0,0,0,16.666897,2.474500,3.188800,17.310699,1,877,877,0,0,detail
72.904883,-1,0,0,0,0,16.667002,2.622000,3.895900,16.142300,1,877,877,0,0,detail
72.921404,-1,0,0,0,0,16.666800,2.482600,3.717500,16.868401,1,877,877,0,0,detail
72.938080,-1,0,0,0,0,16.666698,2.537500,3.733300,16.468901,1,877,877,0,0,detail
72.954814,-1,0,0,0,0,16.666800,2.455600,3.254800,16.720900,1,877,877,0,0,detail
72.971440,-1,0,0,0,0,16.666901,2.718500,3.791800,16.962601,1,877,877,0,0,detail
72.988063,-1,0,0,0,0,16.666702,2.566200,3.471800,16.373800,1,877,877,0,0,detail
73.004690,-1,0,0,0,0,16.666901,2.290400,3.377300,16.519100,1,877,877,0,0,detail
73.021295,-1,0,0,0,0,16.666800,2.151900,2.875400,16.564301,1,877,877,0,0,detail
73.037963,-1,0,0,0,0,16.666800,1.944400,3.382900,16.608200,1,877,877,0,0,detail
73.054629,-1,0,0,0,0,16.666901,1.971700,3.138400,16.630699,1,877,877,0,0,detail
73.071405,-1,0,0,0,0,16.666800,1.825300,2.923100,16.643101,1,877,877,0,0,detail
73.087958,-1,0,0,0,0,16.666897,2.009000,3.065600,16.855000,1,877,877,0,0,detail
73.104634,-1,0,0,0,0,16.666702,2.149500,3.013200,16.653299,1,877,877,0,0,detail
73.231647,-1,0,0,0,0,126.723602,2.149500,1.514000,16.653299,1,877,877,0,0,detail
73.248067,-1,0,0,0,0,16.666800,105.520798,5.469800,126.473297,1,877,877,0,0,detail
73.264886,-1,0,0,0,0,16.667101,2.768800,3.558700,15.888200,1,877,877,0,0,detail
73.281819,-1,0,0,0,0,16.666800,2.793900,4.452600,16.757799,1,877,877,0,0,detail
73.298113,-1,0,0,0,0,16.666698,7.288600,3.666800,16.791500,1,877,877,0,0,detail
73.314713,-1,0,0,0,0,16.666698,2.404000,3.489900,16.216101,1,877,877,0,0,detail
73.331438,-1,0,0,0,0,16.666901,2.015100,2.852700,16.556000,1,877,877,0,0,detail
73.348081,-1,0,0,0,0,16.667002,2.006200,3.139500,16.903200,1,877,877,0,0,detail
73.364737,-1,0,0,0,0,16.667002,2.352500,3.768700,16.580601,1,877,877,0,0,detail
73.381441,-1,0,0,0,0,16.666698,2.286900,3.829900,16.675900,1,877,877,0,0,detail
73.398077,-1,0,0,0,0,16.666800,2.164800,3.314400,16.625601,1,877,877,0,0,detail
73.414713,-1,0,0,0,0,16.666901,3.027300,3.933500,17.639400,1,877,877,0,0,detail
73.431433,-1,0,0,0,0,16.666800,2.354800,3.625300,15.750200,1,877,877,0,0,detail
73.448109,-1,0,0,0,0,16.666698,2.339400,4.734400,16.719900,1,877,877,0,0,detail
73.464819,-1,0,0,0,0,16.666800,2.586600,3.928500,16.825300,1,877,877,0,0,detail
73.481499,-1,0,0,0,0,16.666800,2.382400,4.091600,16.599001,1,877,877,0,0,detail
73.498118,-1,0,0,0,0,16.667002,2.322900,4.581500,16.603100,1,877,877,0,0,detail
73.514779,-1,0,0,0,0,16.666800,2.458300,4.150400,16.651300,1,877,877,0,0,detail
73.531458,-1,0,0,0,0,16.666800,2.165400,3.932700,16.786400,1,877,877,0,0,detail
73.548167,-1,0,0,0,0,16.666698,2.549900,3.252500,16.619499,1,877,877,0,0,detail
73.564734,-1,0,0,0,0,16.666698,2.316700,4.164800,16.763901,1,877,877,0,0,detail
73.581449,-1,0,0,0,0,16.666702,2.423400,3.626900,16.360500,1,877,877,0,0,detail
73.598091,-1,0,0,0,0,16.666800,2.150000,3.062600,16.794600,1,877,877,0,0,detail
73.614689,-1,0,0,0,0,16.666698,2.255300,3.309100,16.768000,1,877,877,0,0,detail
73.631452,-1,0,0,0,0,16.666698,2.106200,3.120900,16.387100,1,877,877,0,0,detail
73.648239,-1,0,0,0,0,16.666698,1.984500,3.325800,16.772100,1,877,877,0,0,detail
73.664758,-1,0,0,0,0,16.666901,2.182300,3.365600,16.890800,1,877,877,0,0,detail
73.681367,-1,0,0,0,0,16.666800,2.378100,3.575600,16.597000,1,877,877,0,0,detail
73.820014,-1,0,0,0,0,138.487198,2.135900,1.936700,16.597000,1,877,877,0,0,detail
73.836574,-1,0,0,0,0,16.666800,113.616997,3.903700,137.792496,1,877,877,0,0,detail
73.853516,-1,0,0,0,0,16.667002,2.371600,3.469700,15.764500,1,877,877,0,0,detail
73.869891,-1,0,0,0,0,16.666800,9.113600,3.143200,17.163200,1,877,877,0,0,detail
73.886568,-1,0,0,0,0,16.666800,2.283200,3.909500,16.257099,1,877,877,0,0,detail
73.903280,-1,0,0,0,0,16.666901,2.405800,4.122600,16.484301,1,877,877,0,0,detail
73.919963,-1,0,0,0,0,16.666698,2.398900,4.565300,17.003500,1,877,877,0,0,detail
73.936685,-1,0,0,0,0,16.666800,2.705900,4.370400,16.753700,1,877,877,0,0,detail
73.953239,-1,0,0,0,0,16.666800,2.781800,4.576700,16.841600,1,877,877,0,0,detail
73.969935,-1,0,0,0,0,16.667002,2.598800,3.585200,16.241600,1,877,877,0,0,detail
73.986682,-1,0,0,0,0,16.666901,2.384200,3.756300,16.792601,1,877,877,0,0,detail
74.003281,-1,0,0,0,0,16.666901,2.536300,3.667700,16.647100,1,877,877,0,0,detail
74.019911,-1,0,0,0,0,16.666698,2.518800,3.988200,16.652300,1,877,877,0,0,detail
74.036561,-1,0,0,0,0,16.666698,2.483200,3.536800,16.579599,1,877,877,0,0,detail
74.053273,-1,0,0,0,0,16.666800,1.969000,4.564700,16.584700,1,877,877,0,0,detail
74.070031,-1,0,0,0,0,16.666800,2.064400,3.331000,16.709600,1,877,877,0,0,detail
74.086554,-1,0,0,0,0,16.666901,2.316800,3.834600,16.886801,1,877,877,0,0,detail
74.103296,-1,0,0,0,0,16.666698,2.410300,3.739100,16.424999,1,877,877,0,0,detail
74.119942,-1,0,0,0,0,16.666800,2.222300,3.415800,16.817101,1,877,877,0,0,detail
74.136569,-1,0,0,0,0,16.666800,2.342800,3.861400,16.607300,1,877,877,0,0,detail
74.153212,-1,0,0,0,0,16.666901,2.374500,4.190300,16.586700,1,877,877,0,0,detail
74.170009,-1,0,0,0,0,16.666800,2.353400,4.813500,16.583700,1,877,877,0,0,detail
74.186709,-1,0,0,0,0,16.666702,2.416200,4.108600,17.215500,1,877,877,0,0,detail
74.203237,-1,0,0,0,0,16.666998,2.792100,3.813100,16.588800,1,877,877,0,0,detail
74.219912,-1,0,0,0,0,16.667002,2.500600,3.541800,16.397301,1,877,877,0,0,detail
74.236637,-1,0,0,0,0,16.666901,2.268600,4.108800,16.596001,1,877,877,0,0,detail
74.253540,-1,0,0,0,0,16.666698,2.138400,2.941500,16.667500,1,877,877,0,0,detail
74.392160,-1,0,0,0,0,138.813202,2.387000,1.341600,16.667500,1,877,877,0,0,detail
74.408665,-1,0,0,0,0,16.666901,113.366898,4.797500,137.988098,1,877,877,0,0,detail
74.425815,-1,0,0,0,0,16.666800,3.300400,4.627100,16.001101,1,877,877,0,0,detail
74.442030,-1,0,0,0,0,16.666901,6.881100,3.670000,16.801800,1,877,877,0,0,detail
74.458724,-1,0,0,0,0,16.667097,2.436600,3.820700,16.726000,1,877,877,0,0,detail
74.475355,-1,0,0,0,0,16.666800,2.131100,3.764400,16.107500,1,877,877,0,0,detail
74.492038,-1,0,0,0,0,16.667002,2.329900,4.314800,16.541700,1,877,877,0,0,detail
74.508713,-1,0,0,0,0,16.669102,1.956800,3.945700,16.680901,1,877,877,0,0,detail
74.525376,-1,0,0,0,0,16.666901,1.956000,3.119400,16.716801,1,877,877,0,0,detail
74.542075,-1,0,0,0,0,16.666800,1.996300,3.839500,16.627800,1,877,877,0,0,detail
74.558799,-1,0,0,0,0,16.666800,2.283300,4.326600,16.946100,1,877,877,0,0,detail
74.575468,-1,0,0,0,0,16.666698,2.498100,3.585200,16.500799,1,877,877,0,0,detail
74.592046,-1,0,0,0,0,16.666901,2.205400,3.473200,16.821199,1,877,877,0,0,detail
74.608720,-1,0,0,0,0,16.666901,2.198600,4.083800,16.446501,1,877,877,0,0,detail
74.625375,-1,0,0,0,0,16.666800,2.281700,4.142200,16.658400,1,877,877,0,0,detail
74.642376,-1,0,0,0,0,16.666800,2.156800,3.130400,16.580601,1,877,877,0,0,detail
74.658708,-1,0,0,0,0,16.666800,2.507400,3.489600,17.564699,1,877,877,0,0,detail
74.675362,-1,0,0,0,0,16.666901,2.405400,3.509100,15.864800,1,877,877,0,0,detail
74.692050,-1,0,0,0,0,16.666800,2.617000,3.349500,16.666599,1,877,877,0,0,detail
