wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available
18.743857,-1,0,6,0,0,102.132095,3.115800,102.022903,101.663803,1
18.908934,-1,0,6,0,0,164.888702,2.941300,164.887802,164.413406,1
19.026033,-1,0,6,0,0,117.327599,5.826400,117.273903,116.782097,1
19.125468,-1,0,6,0,0,99.517494,4.036600,99.514000,99.716103,1
19.239640,-1,0,6,0,0,114.061699,2.699300,114.015503,102.054901,1
19.328983,-1,0,6,0,0,89.431496,2.968000,89.368599,101.606400,1
19.474230,-1,0,6,0,0,145.116898,2.677400,145.107605,145.476593,1
19.560277,-1,0,6,0,0,86.102501,3.511200,85.976097,85.476303,1
19.675409,-1,0,6,0,0,114.874199,2.979200,101.798401,101.538902,1
19.745712,-1,0,6,0,0,70.591499,4.893000,70.648003,84.415398,1
19.875813,-1,0,6,0,0,129.991898,3.372700,129.953705,129.780807,1
20.024354,-1,0,6,0,0,148.498215,3.344300,148.422302,149.222397,1
20.110207,-1,0,6,0,0,86.027504,5.690300,85.999702,85.670898,1
20.228226,-1,0,6,0,0,117.988792,3.126800,117.971603,117.068802,1
20.373238,-1,0,6,0,0,145.023895,3.073800,130.981003,132.059097,1
20.475821,-1,0,6,0,0,102.587105,3.624000,102.607597,117.004303,1
20.609435,-1,0,6,0,0,133.084000,3.010300,132.915405,132.471802,1
20.709123,-1,0,6,0,0,100.079102,4.586600,87.469398,85.363701,1
20.808508,-1,0,6,0,0,99.448395,4.070200,99.689796,113.828903,1
20.909113,-1,0,6,0,0,100.236198,3.486600,88.153503,85.755898,1
21.027154,-1,0,6,0,0,118.406593,4.128400,118.383102,132.243500,1
21.128840,-1,0,6,0,0,101.603806,4.529700,101.561501,100.781998,1
21.214768,-1,0,6,0,0,86.026398,4.295900,86.013603,86.691902,1
21.329845,-1,0,6,0,0,114.985901,3.946300,114.569000,113.652702,1
21.441736,-1,0,6,0,0,112.042503,4.408700,112.264099,114.439201,1
21.529575,-1,0,6,0,0,87.793602,3.798500,87.802597,87.956497,1
21.546447,-1,0,6,0,0,16.721600,3.639300,14.802200,12.738500,1
21.562948,-1,0,6,0,0,16.666800,3.619400,10.798300,11.691000,1
21.579569,-1,0,6,0,0,16.666800,3.406000,13.978400,14.842800,1
21.596306,-1,0,6,0,0,16.666800,3.215000,15.562200,13.473800,1
21.613080,-1,0,6,0,0,16.695101,4.833600,13.338200,13.175800,1
21.629805,-1,0,6,0,0,16.666800,3.065500,12.064600,15.006800,1
21.646424,-1,0,6,0,0,16.667002,4.992100,8.479400,13.035500,1
21.662990,-1,0,6,0,0,16.667002,3.413200,6.840500,12.034100,1
21.679638,-1,0,6,0,0,16.666901,3.232400,5.184900,13.033500,1
21.696352,-1,0,6,0,0,16.666800,2.923900,6.408400,14.121900,1
21.712992,-1,0,6,0,0,16.666698,3.303100,5.749100,16.207899,1
21.729719,-1,0,6,0,0,16.666800,3.075000,6.380800,17.314800,1
21.746352,-1,0,6,0,0,16.667002,3.779200,5.963100,17.314800,1
21.762981,-1,0,6,0,0,16.667097,4.228900,5.963100,41.917500,1
21.779790,-1,0,6,0,0,16.823702,3.142000,19.393101,41.917500,1
21.926687,-1,0,6,0,0,146.903793,2.800600,146.824997,159.160294,1
22.058309,-1,0,6,0,0,131.653610,3.343100,119.093498,118.253601,1
22.157654,-1,0,6,0,0,99.270401,4.145100,99.225304,113.603500,1
22.260326,-1,0,6,0,0,102.637398,4.272200,102.605003,102.642700,1
22.391237,-1,0,6,0,0,131.003601,3.509500,130.983902,130.745407,1
22.508201,-1,0,6,0,0,116.965698,3.340300,116.918098,101.269501,1
22.590740,-1,0,6,0,0,82.548798,2.965300,82.535400,99.192802,1
22.693047,-1,0,6,0,0,102.246498,3.461600,102.228500,100.233200,1
22.795680,-1,0,6,0,0,102.696198,3.389500,102.593002,101.514297,1
22.894046,-1,0,6,0,0,98.379997,3.148600,98.370499,99.019699,1
23.027431,-1,0,6,0,0,133.298508,3.602500,133.232498,132.361298,1
23.158425,-1,0,6,0,0,131.121902,3.925500,130.225800,132.036606,1
23.308948,-1,0,6,0,0,150.315292,3.902600,150.295303,152.242096,1
23.458023,-1,0,6,0,0,149.231400,3.991400,149.188599,149.678101,1
23.592906,-1,0,6,0,0,134.815399,3.444000,129.115204,126.923798,1
23.680860,-1,0,6,0,0,87.948395,3.405100,87.871696,92.341202,1
23.778616,-1,0,6,0,0,97.693100,4.035200,97.691803,86.022202,1
23.864935,-1,0,6,0,0,86.056595,4.449400,85.815002,98.854897,1
24.011302,-1,0,6,0,0,146.751007,4.818500,146.838699,147.440598,1
24.107711,-1,0,6,0,0,96.396805,4.174600,96.348503,97.520699,1
24.226958,-1,0,6,0,0,119.269104,3.484100,119.207497,102.337502,1
24.344124,-1,0,6,0,0,117.157906,4.308800,116.758301,132.745193,1
24.443710,-1,0,6,0,0,99.481003,3.475400,99.478500,100.136902,1
24.624398,-1,0,6,0,0,180.740204,3.877000,180.642593,166.778900,1
24.745183,-1,0,6,0,0,120.839294,3.602700,120.811897,133.059601,1
24.844706,-1,0,6,0,0,99.457596,2.849500,99.367500,99.706902,1
24.991085,-1,0,6,0,0,146.326797,3.189700,132.415497,134.546402,1
25.111182,-1,0,6,0,0,120.090004,5.108500,120.151802,117.542900,1
25.228723,-1,0,6,0,0,117.465599,3.669900,117.477501,132.035599,1
25.358856,-1,0,6,0,0,130.342392,4.862800,116.667099,118.554604,1
25.443847,-1,0,6,0,0,84.943695,3.721700,84.641502,97.972298,1
25.594593,-1,0,6,0,0,150.622604,3.044200,150.095398,149.788605,1
25.695630,-1,0,6,0,0,101.177795,4.518700,101.125099,100.573196,1
25.795515,-1,0,6,0,0,99.847000,4.301700,99.678497,100.065300,1
25.885126,-1,0,6,0,0,89.387001,4.732200,89.366699,89.166801,1
26.025821,-1,0,6,0,0,140.965302,4.011600,141.016800,143.192093,1
26.146412,-1,0,6,0,0,120.373100,4.078100,120.272003,117.293098,1
26.232148,-1,0,6,0,0,85.799202,5.086700,85.818398,85.190598,1
26.344534,-1,0,6,0,0,112.474998,8.189100,112.382401,101.455902,1
26.402093,-1,0,6,0,0,57.432598,4.377400,57.278500,69.088203,1
26.528493,-1,0,6,0,0,126.506699,4.263700,126.455597,127.336502,1
26.675214,-1,0,6,0,0,146.611206,4.491000,132.362595,133.663696,1
26.762371,-1,0,6,0,0,87.325500,4.606500,87.315903,101.411903,1
26.875170,-1,0,6,0,0,112.839699,3.825500,112.815697,113.769402,1
27.008867,-1,0,6,0,0,133.676895,3.337800,133.628296,133.406799,1
27.109574,-1,0,6,0,0,100.624001,3.397600,100.556999,99.344398,1
27.196870,-1,0,6,0,0,87.252899,4.028100,87.182800,86.212601,1
27.311609,-1,0,6,0,0,114.898506,5.795700,114.968201,117.583801,1
27.442769,-1,0,6,0,0,131.133301,5.333000,131.073898,130.608200,1
27.543191,-1,0,6,0,0,100.483002,3.642800,100.477997,100.156403,1
27.662724,-1,0,6,0,0,119.501907,2.751000,119.449600,120.080399,1
27.762850,-1,0,6,0,0,99.385002,2.790400,99.341003,98.591698,1
27.876322,-1,0,6,0,0,114.183998,4.825800,114.166397,114.685997,1
27.968307,-1,0,6,0,0,91.727707,3.704500,91.705803,86.902702,1
28.048259,-1,0,6,0,0,79.984200,3.759300,79.895798,82.566200,1
28.177361,-1,0,6,0,0,129.283310,4.817400,129.280594,131.399704,1
28.265910,-1,0,6,0,0,88.450996,4.911300,88.406700,88.324097,1
28.379034,-1,0,6,0,0,113.206505,4.839800,113.141602,112.978897,1
28.477870,-1,0,6,0,0,98.855400,4.930300,98.841599,98.907097,1
28.578833,-1,0,6,0,0,101.005707,4.008200,100.985001,100.608002,1
28.713834,-1,0,6,0,0,134.868103,3.219700,134.784805,133.242905,1
28.827407,-1,0,6,0,0,113.605202,3.957600,113.433899,101.150703,1
28.933143,-1,0,6,0,0,105.832504,4.475400,105.798698,117.484596,1
29.076543,-1,0,6,0,0,143.126694,3.832400,141.703796,145.232895,1
29.210563,-1,0,6,0,0,134.280807,4.416100,134.389297,133.944305,1
29.327927,-1,0,6,0,0,117.302795,4.326100,117.113800,119.196701,1
29.446262,-1,0,6,0,0,118.443001,4.095500,118.427803,117.995499,1
29.576171,-1,0,6,0,0,129.827606,3.897300,115.500801,115.172302,1
29.695573,-1,0,6,0,0,119.455200,3.341600,119.462402,133.514297,1
29.827545,-1,0,6,0,0,131.959900,3.153500,130.995300,131.887100,1
29.948245,-1,0,6,0,0,120.370705,3.540200,120.243599,119.079903,1
30.092229,-1,0,6,0,0,143.649612,4.169100,143.662399,133.561401,1
30.227826,-1,0,6,0,0,135.778198,6.409400,135.710693,145.202103,1
30.375879,-1,0,6,0,0,148.090500,3.977700,147.910995,136.451096,1
30.455502,-1,0,6,0,0,74.720398,3.505100,74.479401,85.558296,1
30.533191,-1,0,6,0,0,82.920509,14.717700,82.874496,84.364304,1
30.780525,-1,0,6,0,0,246.867401,5.633300,246.848206,246.938599,1
