seed,rounds,simulated_ms,preparation_ms,combat_ms,settlement_ms,capped,encounters,timeouts,relic_choices,relic_equips,command_rejects
808,45,1849450,163250,1466200,220000,1,188,13,24,25,0
809,43,1878750,175150,1493600,210000,0,194,27,24,24,0
810,42,1821650,184600,1432050,205000,0,184,18,24,27,0
811,43,1876600,177650,1488950,210000,0,189,23,24,25,0
812,43,1907500,187650,1509850,210000,0,184,30,24,25,0
813,41,1849050,159050,1490000,200000,0,186,35,24,27,0
814,42,1824750,164600,1455150,205000,0,188,25,23,25,0
815,43,1839400,181650,1447750,210000,0,189,14,23,24,0
816,44,1810000,145700,1449300,215000,0,185,21,24,25,0
817,43,1782200,167150,1405050,210000,0,191,14,24,24,0
818,44,1952750,176700,1561050,215000,0,186,32,24,25,0
819,45,1945700,187750,1537950,220000,1,188,27,24,25,0
820,42,1857250,201100,1451150,205000,0,185,27,23,23,0
821,42,1875550,174600,1495950,205000,0,190,35,24,27,0
822,41,1767100,171550,1395550,200000,0,184,29,24,28,0
823,44,1992600,173700,1603900,215000,0,191,34,24,27,0
824,45,2026300,185250,1621050,220000,1,190,35,24,27,0
825,42,1862350,183100,1474250,205000,0,188,29,24,25,0
826,44,1861150,175700,1470450,215000,0,185,18,24,25,0
827,45,1932650,176250,1536400,220000,1,192,28,24,28,0
828,42,1826200,169100,1452100,205000,0,194,29,23,23,0
829,42,1776900,170100,1401800,205000,0,187,17,24,24,0
830,41,1826900,177050,1449850,200000,0,185,37,24,26,0
831,42,1871600,190600,1476000,205000,0,185,35,23,24,0
832,43,1869850,153150,1506700,210000,0,187,34,24,26,0
833,43,1847350,172650,1464700,210000,0,195,21,24,26,0
834,42,1807900,169100,1433800,205000,0,177,21,23,23,0
835,42,1775050,161600,1408450,205000,0,189,26,23,28,0
836,43,1840400,171650,1458750,210000,0,193,21,24,26,0
837,42,1854350,155100,1494250,205000,0,178,29,24,25,0
838,43,1898600,185650,1502950,210000,0,182,26,24,26,0
839,43,1930950,166650,1554300,210000,0,190,42,23,24,0
840,42,1807950,174100,1428850,205000,0,185,26,24,28,0
841,43,1872850,167150,1495700,210000,0,187,28,23,25,0
842,43,1902700,180150,1512550,210000,0,195,44,24,25,0
843,42,1839650,171100,1463550,205000,0,183,22,24,26,0
844,44,1907800,170200,1522600,215000,0,182,19,24,25,0
845,43,1827150,173150,1444000,210000,0,194,19,24,28,0
846,43,1872950,164150,1498800,210000,0,184,26,24,26,0
847,42,1877600,195100,1477500,205000,0,179,25,24,24,0
848,41,1817150,176050,1441100,200000,0,186,37,23,27,0
849,42,1862150,188100,1469050,205000,0,183,24,24,26,0
850,43,1900700,183650,1507050,210000,0,189,36,24,26,0
851,43,1901500,181150,1510350,210000,0,191,28,24,25,0
852,42,1840400,166100,1469300,205000,0,184,19,24,25,0
853,44,1993850,184700,1594150,215000,0,192,42,24,24,0
854,43,1922100,161150,1550950,210000,0,183,27,24,25,0
855,43,1937750,199150,1528600,210000,0,185,34,23,24,0
856,45,1982300,180250,1582050,220000,1,186,30,24,30,0
857,45,1981650,178250,1583400,220000,1,190,31,24,27,0
858,44,1929950,184700,1530250,215000,0,185,24,24,25,0
859,43,1839700,168150,1461550,210000,0,181,27,24,25,0
860,42,1806000,162100,1438900,205000,0,181,26,24,25,0
861,43,1918550,183150,1525400,210000,0,194,31,24,25,0
862,43,1881850,179150,1492700,210000,0,188,32,24,25,0
863,43,1872750,195150,1467600,210000,0,195,18,24,29,0
864,42,1816000,192100,1418900,205000,0,182,21,23,25,0
865,42,1844900,199600,1440300,205000,0,185,30,24,24,0
866,42,1823250,161100,1457150,205000,0,184,19,24,27,0
867,44,1917050,173700,1528350,215000,0,195,36,24,26,0
868,42,1829700,187100,1437600,205000,0,187,25,24,24,0
869,41,1727600,184050,1343550,200000,0,186,16,24,24,0
870,43,1786400,192150,1384250,210000,0,186,15,23,23,0
871,45,2031700,188750,1622950,220000,1,190,36,24,25,0
872,45,1987900,192750,1575150,220000,1,183,27,24,26,0
873,42,1826050,179600,1441450,205000,0,189,31,24,26,0
874,45,2031800,162250,1649550,220000,1,184,41,24,25,0
875,42,1843750,183100,1455650,205000,0,182,27,24,26,0
876,45,1936150,171250,1544900,220000,1,193,24,24,28,0
877,43,1902800,187150,1505650,210000,0,185,35,24,24,0
878,43,1875800,155650,1510150,210000,0,190,31,23,23,0
879,45,1967900,179250,1568650,220000,1,187,28,24,26,0
880,42,1834750,176600,1453150,205000,0,188,16,24,25,0
881,43,1834150,158650,1465500,210000,0,180,19,23,27,0
882,44,2007350,189700,1602650,215000,0,184,39,23,25,0
883,42,1834050,168600,1460450,205000,0,189,32,24,26,0
884,43,1868150,153150,1505000,210000,0,187,34,23,24,0
885,41,1782700,167050,1415650,200000,0,188,23,24,24,0
886,43,1872150,166650,1495500,210000,0,187,27,23,24,0
887,45,1905000,158750,1526250,220000,1,193,28,24,26,0
888,43,1899900,191150,1498750,210000,0,179,29,24,29,0
889,45,1917150,172750,1524400,220000,1,194,16,24,26,0
890,43,1931000,184650,1536350,210000,0,185,32,23,24,0
891,43,1871300,181650,1479650,210000,0,183,19,24,25,0
892,42,1811300,182100,1424200,205000,0,189,22,23,25,0
893,44,1905700,168700,1522000,215000,0,181,22,24,24,0
894,41,1776950,168550,1408400,200000,0,187,23,23,26,0
895,41,1750400,168550,1381850,200000,0,185,18,24,26,0
896,41,1760500,183050,1377450,200000,0,191,21,24,27,0
897,45,1840750,157250,1463500,220000,1,191,14,23,24,0
898,45,1938100,190750,1527350,220000,1,187,21,24,26,0
899,44,1921500,168700,1537800,215000,0,193,23,23,24,0
900,45,1892200,162750,1509450,220000,1,186,17,24,26,0
901,44,1970800,172200,1583600,215000,0,187,27,24,26,0
902,45,1950950,177250,1553700,220000,1,193,20,24,26,0
903,44,1950050,183200,1551850,215000,0,187,28,23,23,0
904,44,1947600,177200,1555400,215000,0,185,33,23,24,0
905,42,1869200,180600,1483600,205000,0,189,28,24,24,0
906,43,1910450,178650,1521800,210000,0,184,34,24,25,0
907,43,1878000,164650,1503350,210000,0,183,32,24,24,0
908,44,1976850,176200,1585650,215000,0,187,40,24,24,0
909,41,1797900,165550,1432350,200000,0,190,32,24,28,0
910,44,1986400,210700,1560700,215000,0,187,30,24,26,0
911,43,1826350,185650,1430700,210000,0,190,19,24,25,0
912,45,2036600,185750,1630850,220000,1,191,38,24,27,0
913,41,1793900,185050,1408850,200000,0,177,23,24,25,0
914,42,1854150,155600,1493550,205000,0,186,30,24,25,0
915,42,1809000,165600,1438400,205000,0,189,21,24,25,0
916,45,1971850,168250,1583600,220000,1,189,24,23,24,0
917,42,1814250,200100,1409150,205000,0,180,19,22,23,0
918,43,1930900,186150,1534750,210000,0,190,39,24,26,0
919,45,2011000,168250,1622750,220000,1,193,42,24,26,0
920,41,1829800,170550,1459250,200000,0,184,31,24,25,0
921,42,1835150,178100,1452050,205000,0,189,25,24,25,0
922,42,1820500,162600,1452900,205000,0,183,22,24,24,0
923,43,1907450,181150,1516300,210000,0,191,29,24,26,0
924,45,2034250,179250,1635000,220000,1,194,45,24,24,0
925,42,1854900,168600,1481300,205000,0,185,30,23,27,0
926,42,1817050,157100,1454950,205000,0,190,23,24,26,0
927,43,1884500,180650,1493850,210000,0,184,30,24,25,0
928,39,1705850,169450,1346400,190000,0,180,28,23,24,0
929,42,1783750,164100,1414650,205000,0,186,18,24,24,0
930,42,1844700,163100,1476600,205000,0,184,25,24,25,0
931,43,1910650,176650,1524000,210000,0,187,30,24,25,0
932,41,1792350,162050,1430300,200000,0,186,22,24,25,0
933,45,1947550,193250,1534300,220000,1,191,24,23,25,0
934,44,1947900,170700,1562200,215000,0,184,29,24,25,0
935,42,1882050,172100,1504950,205000,0,188,41,24,25,0
936,45,1972700,169750,1582950,220000,1,192,30,24,29,0
937,43,1891800,177650,1504150,210000,0,190,19,24,27,0
938,44,1963050,188200,1559850,215000,0,188,31,24,25,0
939,45,2004050,173750,1610300,220000,1,188,35,24,26,0
940,43,1884500,171650,1502850,210000,0,186,29,24,27,0
941,45,1923550,180250,1523300,220000,1,193,25,23,25,0
942,41,1773450,180050,1393400,200000,0,185,28,24,26,0
943,42,1819000,173600,1440400,205000,0,188,33,24,27,0
944,42,1796000,167600,1423400,205000,0,189,23,24,26,0
945,42,1791700,169600,1417100,205000,0,184,18,23,23,0
946,43,1920900,191150,1519750,210000,0,189,36,23,25,0
947,44,1949900,181200,1553700,215000,0,188,28,23,28,0
948,43,1746750,162150,1374600,210000,0,178,12,24,26,0
949,44,1898800,179200,1504600,215000,0,188,18,24,25,0
950,44,1944400,157200,1572200,215000,0,189,27,24,26,0
951,44,1933200,168700,1549500,215000,0,181,25,23,26,0
952,44,1965200,178200,1572000,215000,0,189,30,24,24,0
953,44,1949950,178700,1556250,215000,0,186,31,24,25,0
954,43,1840400,175150,1455250,210000,0,198,21,24,26,0
955,41,1735450,180550,1354900,200000,0,185,18,24,26,0
956,45,1899800,186750,1493050,220000,1,186,22,23,24,0
957,39,1636500,161950,1284550,190000,0,175,19,23,23,0
958,41,1772650,149550,1423100,200000,0,181,31,24,26,0
959,43,1825450,179650,1435800,210000,0,191,9,24,25,0
960,39,1694950,188950,1316000,190000,0,181,15,24,24,0
961,39,1706000,159450,1356550,190000,0,181,25,23,25,0
962,42,1851650,172100,1474550,205000,0,188,33,24,27,0
963,43,1910400,158150,1542250,210000,0,179,29,24,25,0
964,43,1898050,185150,1502900,210000,0,191,30,24,26,0
965,42,1835700,179100,1451600,205000,0,184,24,23,23,0
966,39,1643150,163450,1289700,190000,0,179,14,24,26,0
967,44,1793350,181700,1396650,215000,0,195,15,24,23,0
968,42,1880650,180600,1495050,205000,0,194,27,23,23,0
969,44,1947650,179200,1553450,215000,0,190,30,24,24,0
970,44,1954900,186700,1553200,215000,0,187,29,24,27,0
971,41,1825950,181050,1444900,200000,0,181,32,24,24,0
972,41,1775550,189550,1386000,200000,0,191,16,24,24,0
973,44,1957150,173700,1568450,215000,0,187,24,24,26,0
974,42,1830000,171100,1453900,205000,0,191,22,24,26,0
975,41,1717450,158550,1358900,200000,0,176,17,24,24,0
976,45,1956400,182750,1553650,220000,1,196,26,24,26,0
977,41,1755650,163550,1392100,200000,0,193,27,23,23,0
978,42,1829500,169100,1455400,205000,0,189,33,23,25,0
979,41,1839750,186050,1453700,200000,0,186,43,23,29,0
980,45,1948100,165250,1562850,220000,1,188,22,24,26,0
981,45,1995600,172750,1602850,220000,1,193,46,24,24,0
982,41,1746150,169050,1377100,200000,0,180,17,24,24,0
983,41,1764400,171550,1392850,200000,0,190,25,24,27,0
984,43,1839850,152650,1477200,210000,0,192,21,24,24,0
985,43,1903750,175150,1518600,210000,0,189,39,24,27,0
986,44,1892000,186200,1490800,215000,0,182,16,24,26,0
987,44,1974450,176700,1582750,215000,0,192,47,24,24,0
988,43,1954000,165150,1578850,210000,0,182,41,24,25,0
989,44,1947900,171700,1561200,215000,0,184,29,24,26,0
990,43,1864700,168150,1486550,210000,0,184,25,24,25,0
991,42,1861950,185600,1471350,205000,0,184,29,24,25,0
992,44,1870700,168700,1487000,215000,0,181,24,23,25,0
993,43,1932650,163150,1559500,210000,0,186,38,24,25,0
994,43,1919350,157650,1551700,210000,0,193,41,23,23,0
995,45,1937700,191250,1526450,220000,1,192,17,24,27,0
996,43,1912300,202150,1500150,210000,0,187,19,24,23,0
997,43,1898800,188650,1500150,210000,0,190,26,24,25,0
998,45,1897750,178750,1499000,220000,1,181,19,24,25,0
999,41,1806050,214550,1391500,200000,0,185,25,24,24,0
1000,44,1949800,183200,1551600,215000,0,189,28,24,27,0
