fight,side,unit_id,instance,focus,alive,health,max_health,alive_ms,moving_ms,stunned_ms,shield_present_ms,positive_rate_modifier_ms,negative_rate_modifier_ms,basic_actions,active_actions,damage_basic_hp100,damage_skill_hp100,healing_hp100,shield_granted_hp100,shield_absorbed_hp100,overkill_hp100,applied_stun_packet_ms,dash_events,rate_modifier_events,received_healing_hp100,received_damage_hp100
152,1,wc_u_dwarf_guardian,319815682,0,0,0,110000,36600,2300,0,0,0,0,21,4,64242,0,0,0,0,3580,8000,0,0,0,110000
152,1,wc_u_elf_rogue,319815683,0,0,0,79000,7100,0,1250,0,0,0,8,1,43948,0,0,0,0,4400,0,1,0,0,79000
152,1,wc_u_orc_rogue,319815684,0,0,0,82000,17850,0,1250,0,0,0,20,1,83818,0,0,0,0,5004,0,1,0,0,82000
152,1,wc_u_halfling_rogue,319815685,0,0,0,66000,12600,2400,0,0,0,0,12,2,57996,0,0,0,0,0,2000,0,0,0,66000
152,1,wc_u_dragonkin_rogue,319815686,1,0,0,73000,28950,3200,1250,0,0,0,28,4,125171,34829,0,0,0,5171,0,0,0,0,73000
153,0,wc_u_human_guardian,320864257,0,0,0,189000,9450,0,1250,1700,0,0,6,1,33230,0,0,36000,36000,0,0,0,0,0,189000
153,0,wc_u_dwarf_guardian,320864258,0,1,10938,198000,31750,2300,0,0,0,0,17,3,101680,0,0,0,0,0,6000,0,0,0,187062
153,0,wc_u_elf_rogue,320864259,0,0,0,142200,20500,0,0,0,0,0,26,3,240038,0,0,0,0,8889,0,3,0,0,142200
153,0,wc_u_orc_rogue,320864260,0,1,38659,147600,31750,800,0,0,0,0,36,3,338992,0,0,0,0,13349,0,3,0,0,108941
153,0,wc_u_halfling_rogue,320864261,0,0,0,118800,3150,0,0,0,0,0,4,1,34800,0,0,0,0,0,1000,0,0,0,118800
153,0,wc_u_dragonkin_rogue,320864262,1,0,0,131400,24100,3200,1250,0,0,0,23,3,202860,49200,0,0,0,2850,0,0,0,0,131400
153,1,wc_u_human_warrior,321912833,0,0,0,176400,4400,0,850,0,0,0,3,0,43950,0,0,0,0,0,0,0,0,0,176400
153,1,wc_u_dwarf_warrior,321912834,0,0,0,180000,25000,0,3000,0,0,0,17,3,193235,163160,0,0,0,0,0,0,0,0,180000
153,1,wc_u_orc_warrior,321912835,0,0,0,171000,31750,3800,1000,0,10100,0,23,4,254602,0,0,0,0,14757,0,0,4,0,171000
153,1,wc_u_halfling_warrior,321912836,0,0,0,136800,17000,2550,1000,4450,0,0,11,2,99059,0,0,54000,27000,1091,0,0,0,0,136800
153,1,wc_u_dragonkin_guardian,321912837,0,0,0,212400,10250,0,1000,2400,0,0,6,1,25717,0,0,43200,43200,3083,0,0,0,0,212400
153,1,wc_u_elf_mage,321912838,0,0,0,124200,20100,2000,0,0,0,0,12,2,88680,9000,0,0,0,0,2500,0,0,0,124200
154,0,wc_u_human_warrior,322961409,0,0,0,176400,7500,0,1000,0,0,0,5,1,73250,28174,0,0,0,0,0,0,0,0,176400
154,0,wc_u_dwarf_warrior,322961410,0,0,0,180000,22600,0,2000,0,0,0,14,3,141880,163747,0,0,0,18123,0,0,0,0,180000
154,0,wc_u_orc_warrior,322961411,0,0,0,171000,29400,5700,1000,0,9000,0,19,3,185617,0,0,0,0,0,0,0,3,0,171000
154,0,wc_u_halfling_warrior,322961412,0,0,0,136800,12250,1750,1000,2050,0,0,8,1,82929,0,0,27000,27000,7327,0,0,0,0,136800
154,0,wc_u_dragonkin_guardian,322961413,0,0,0,212400,10250,0,1000,2150,0,0,6,1,30362,0,0,43200,43200,0,0,0,0,0,212400
154,0,wc_u_elf_mage,322961414,0,0,0,124200,16650,0,0,0,0,0,10,2,75420,9643,0,0,0,0,2500,0,0,0,124200
154,1,wc_u_human_guardian,324009985,0,0,0,189000,8100,0,1250,1700,0,0,5,1,26584,0,0,36000,36000,0,0,0,0,0,189000
154,1,wc_u_dwarf_guardian,324009986,0,1,9428,198000,29400,0,0,0,0,0,17,3,97750,0,0,0,0,0,5000,0,0,0,188572
154,1,wc_u_elf_rogue,324009987,0,0,0,142200,15050,0,200,0,0,0,19,2,171654,0,0,0,0,4800,0,2,0,0,142200
154,1,wc_u_orc_rogue,324009988,0,1,125687,147600,29400,1600,0,0,0,0,34,2,321523,0,0,0,0,18843,0,2,0,0,21913
154,1,wc_u_halfling_rogue,324009989,0,0,0,118800,9200,0,0,0,0,0,13,1,113100,0,0,0,0,0,1000,0,0,0,118800
154,1,wc_u_dragonkin_rogue,324009990,1,1,863,131400,29400,7200,0,0,0,0,28,2,234189,36000,0,0,0,3750,0,0,0,0,130537
155,0,wc_u_human_guardian,325058561,0,0,0,189000,15300,0,450,3600,0,0,10,2,72000,0,0,72000,72000,0,0,0,0,0,189000
155,0,wc_u_dwarf_guardian,325058562,0,0,0,198000,23300,0,0,0,0,0,14,2,62953,0,0,0,0,4567,5000,0,0,0,198000
155,0,wc_u_elf_rogue,325058563,0,0,0,142200,10600,0,0,0,0,0,13,2,144447,0,0,0,0,0,0,2,0,0,142200
155,0,wc_u_orc_rogue,325058564,0,0,0,147600,27150,0,1250,0,0,0,32,2,260099,0,0,0,0,8778,0,2,0,0,147600
155,0,wc_u_halfling_rogue,325058565,0,0,0,118800,4250,0,0,0,0,0,5,1,43500,0,0,0,0,0,1000,0,0,0,118800
155,0,wc_u_dragonkin_rogue,325058566,1,0,0,131400,5250,0,550,0,0,0,6,1,36000,18000,0,0,0,0,0,0,0,0,131400
155,1,wc_u_human_warrior,326107137,0,0,0,176400,7500,0,1000,0,0,0,4,1,58228,28174,0,0,0,0,0,0,0,0,176400
155,1,wc_u_dwarf_warrior,326107138,0,1,180000,180000,27150,1000,2000,0,0,0,18,3,219067,70130,0,0,0,7947,0,0,0,0,0
155,1,wc_u_orc_warrior,326107139,0,0,0,171000,22600,1900,1000,0,7000,0,17,3,159401,0,0,0,0,0,0,0,3,0,171000
155,1,wc_u_halfling_warrior,326107140,0,1,96600,136800,27150,2550,0,8150,0,0,21,4,161498,0,0,108000,0,24474,0,0,0,0,40200
155,1,wc_u_dragonkin_guardian,326107141,0,0,0,212400,20300,0,2000,5400,0,0,12,2,78564,0,0,86400,73384,0,0,0,0,0,212400
155,1,wc_u_elf_mage,326107142,0,1,87201,124200,27150,0,0,0,0,0,17,3,123729,28209,0,0,0,1063,3750,0,0,0,36999
156,0,wc_u_human_warrior,327155713,0,0,0,176400,9900,0,1000,0,0,0,7,1,94914,28174,0,0,0,76,0,0,0,0,176400
156,0,wc_u_dwarf_warrior,327155714,0,1,180000,180000,25850,0,2000,0,0,0,18,3,184782,93172,0,0,0,10056,0,0,0,0,0
156,0,wc_u_orc_warrior,327155715,0,1,20250,171000,25850,4750,1000,0,9000,0,15,3,176087,0,0,0,0,12535,0,0,3,0,150750
156,0,wc_u_halfling_warrior,327155716,0,1,122400,136800,25850,5100,0,7500,0,0,18,3,124426,0,0,81000,14400,8718,0,0,0,0,14400
156,0,wc_u_dragonkin_guardian,327155717,0,0,0,212400,17450,0,2000,3750,0,0,10,2,63496,0,0,86400,86400,0,0,0,0,0,212400
156,0,wc_u_elf_mage,327155718,0,1,124200,124200,25850,0,0,0,0,0,18,3,133097,28852,0,0,0,1027,3750,0,0,0,0
156,1,wc_u_human_guardian,328204289,0,0,0,189000,25850,0,850,7500,0,0,15,3,64937,0,0,108000,88800,0,0,0,0,0,189000
156,1,wc_u_dwarf_guardian,328204290,0,0,0,198000,17550,0,1250,0,0,0,10,2,48736,0,0,0,0,0,5000,0,0,0,198000
156,1,wc_u_elf_rogue,328204291,0,0,0,142200,6800,0,1250,0,0,0,7,1,75480,0,0,0,0,0,0,1,0,0,142200
156,1,wc_u_orc_rogue,328204292,0,0,0,147600,22150,0,0,0,0,0,27,1,220313,0,0,0,0,11023,0,1,0,0,147600
156,1,wc_u_halfling_rogue,328204293,0,0,0,118800,8250,800,0,0,0,0,9,1,78300,0,0,0,0,0,1000,0,0,0,118800
156,1,wc_u_dragonkin_rogue,328204294,1,0,0,131400,6800,0,0,0,0,0,8,1,48184,18000,0,0,0,0,0,0,0,0,131400
157,0,wc_u_human_guardian,329252865,0,0,0,189000,10600,0,0,2200,0,0,7,1,48384,0,0,36000,36000,0,0,0,0,0,189000
157,0,wc_u_dwarf_guardian,329252866,0,1,162418,198000,26900,1150,0,0,0,0,14,3,83444,0,0,0,0,0,5000,0,0,0,35582
157,0,wc_u_elf_rogue,329252867,0,0,0,142200,24500,0,0,0,0,0,30,3,325473,0,0,0,0,7920,0,3,0,0,142200
157,0,wc_u_orc_rogue,329252868,0,0,0,147600,14800,0,1250,0,0,0,17,1,140827,0,0,0,0,0,0,1,0,0,147600
157,0,wc_u_halfling_rogue,329252869,0,0,0,118800,12050,0,0,0,0,0,16,2,124968,0,0,0,0,13536,2000,0,0,0,118800
157,0,wc_u_dragonkin_rogue,329252870,1,1,80687,131400,26900,3200,0,0,0,0,29,3,223704,54000,0,0,0,14511,0,0,0,0,50713
157,1,wc_u_human_warrior,330301441,0,0,0,176400,4400,0,850,0,0,0,3,0,43950,0,0,0,0,0,0,0,0,0,176400
157,1,wc_u_dwarf_warrior,330301442,0,0,0,180000,11800,0,1000,0,0,0,8,1,83784,60114,0,0,0,3576,0,0,0,0,180000
157,1,wc_u_orc_warrior,330301443,0,0,0,171000,26900,0,1000,0,9000,0,22,3,222628,0,0,0,0,13403,0,0,3,0,171000
157,1,wc_u_halfling_warrior,330301444,0,0,0,136800,10400,0,1550,0,0,0,8,0,90256,0,0,0,0,0,0,0,0,0,136800
157,1,wc_u_dragonkin_guardian,330301445,0,0,0,212400,17150,0,2000,4900,0,0,10,2,51595,0,0,86400,61200,7257,0,0,0,0,212400
157,1,wc_u_elf_mage,330301446,0,0,0,124200,23050,0,0,0,0,0,16,1,121750,9818,0,0,0,0,1250,0,0,0,124200
158,0,wc_u_human_warrior,331350017,0,0,0,176400,4400,0,850,0,0,0,3,0,43950,0,0,0,0,0,0,0,0,0,176400
158,0,wc_u_dwarf_warrior,331350018,0,0,0,180000,18750,0,2000,0,0,0,12,2,126056,97728,0,0,0,3576,0,0,0,0,180000
158,0,wc_u_orc_warrior,331350019,0,0,0,171000,25350,0,1000,0,8950,0,20,3,201272,0,0,0,0,9375,0,0,3,0,171000
158,0,wc_u_halfling_warrior,331350020,0,0,0,136800,10400,0,1550,0,0,0,8,0,90256,0,0,0,0,0,0,0,0,0,136800
158,0,wc_u_dragonkin_guardian,331350021,0,0,0,212400,15650,0,2000,4500,0,0,9,2,51339,0,0,86400,80584,0,0,0,0,0,212400
158,0,wc_u_elf_mage,331350022,0,0,0,124200,9650,0,0,0,0,0,7,1,54985,9818,0,0,0,0,1250,0,0,0,124200
158,1,wc_u_human_guardian,332398593,0,0,0,189000,10600,0,0,2200,0,0,7,1,33230,0,0,36000,36000,0,0,0,0,0,189000
158,1,wc_u_dwarf_guardian,332398594,0,1,103888,198000,25350,1150,0,0,0,0,15,3,77044,0,0,0,0,4896,6000,0,0,0,94112
158,1,wc_u_elf_rogue,332398595,0,0,0,142200,21300,0,0,0,0,0,27,3,286952,0,0,0,0,14719,0,3,0,0,142200
158,1,wc_u_orc_rogue,332398596,0,1,16308,147600,25350,3200,1250,0,0,0,24,2,218085,0,0,0,0,0,0,2,0,0,131292
158,1,wc_u_halfling_rogue,332398597,0,0,0,118800,12050,0,0,0,0,0,16,2,131304,0,0,0,0,7200,2000,0,0,0,118800
158,1,wc_u_dragonkin_rogue,332398598,1,1,131400,131400,25350,2400,0,0,0,0,27,3,200185,54000,0,0,0,13671,0,0,0,0,0
159,0,wc_u_human_guardian,333447169,0,0,0,189000,12450,0,0,1900,0,0,8,1,56492,0,0,36000,36000,0,0,0,0,0,189000
159,0,wc_u_dwarf_guardian,333447170,0,1,165484,198000,24100,0,0,0,0,0,15,3,79132,0,0,0,0,2016,6000,0,0,0,32516
159,0,wc_u_elf_rogue,333447171,0,0,0,142200,16150,0,0,0,0,0,21,2,198236,0,0,0,0,14719,0,2,0,0,142200
159,0,wc_u_orc_rogue,333447172,0,0,0,147600,18900,0,1250,0,0,0,21,2,178318,0,0,0,0,0,0,2,0,0,147600
159,0,wc_u_halfling_rogue,333447173,0,0,0,118800,23150,0,0,0,0,0,31,3,255936,0,0,0,0,7500,3000,0,0,0,118800
159,0,wc_u_dragonkin_rogue,333447174,1,1,65535,131400,24100,2400,0,0,0,0,26,3,195636,37050,0,0,0,8110,0,0,0,0,65865
159,1,wc_u_human_warrior,334495745,0,0,0,176400,4400,0,850,0,0,0,3,0,43950,0,0,0,0,0,0,0,0,0,176400
159,1,wc_u_dwarf_warrior,334495746,0,0,0,180000,24100,0,4550,0,0,0,15,2,171792,120785,0,0,0,14238,0,0,0,0,180000
159,1,wc_u_orc_warrior,334495747,0,0,0,171000,9200,0,1000,0,3000,0,7,1,56448,0,0,0,0,0,0,0,1,0,171000
159,1,wc_u_halfling_warrior,334495748,0,0,0,136800,23850,2550,0,6050,0,0,18,3,181104,0,0,81000,54000,13320,0,0,0,0,136800
159,1,wc_u_dragonkin_guardian,334495749,0,0,0,212400,16400,0,2000,4500,0,0,10,2,57099,0,0,86400,67292,0,0,0,0,0,212400
159,1,wc_u_elf_mage,334495750,0,0,0,124200,9650,0,0,0,0,0,7,1,54985,9818,0,0,0,0,1250,0,0,0,124200
160,0,wc_u_human_warrior,335544321,0,0,0,176400,4400,0,850,0,0,0,3,0,43950,0,0,0,0,0,0,0,0,0,176400
160,0,wc_u_dwarf_warrior,335544322,0,1,180000,180000,36600,7000,2000,0,0,0,20,4,177992,76372,0,0,0,9528,0,0,0,0,0
160,0,wc_u_orc_warrior,335544323,0,1,10800,171000,36600,1900,2000,0,12000,0,28,4,281191,0,0,0,0,12245,0,0,4,0,160200
160,0,wc_u_halfling_warrior,335544324,0,0,0,136800,18350,4250,2000,0,0,0,10,0,103079,0,0,0,0,7417,0,0,0,0,136800
160,0,wc_u_dragonkin_guardian,335544325,0,0,0,212400,16350,0,2000,4600,0,0,10,2,75130,0,0,86400,85846,0,0,0,0,0,212400
160,0,wc_u_elf_mage,335544326,0,0,0,124200,28850,0,1000,0,0,0,19,3,140825,28461,0,0,0,3130,3750,0,0,0,124200
160,1,wc_u_human_guardian,336592897,0,0,0,189000,24500,8000,0,7050,0,0,10,3,72000,0,0,108000,72000,0,0,0,0,0,189000
160,1,wc_u_dwarf_guardian,336592898,0,0,0,198000,36600,2300,0,0,0,0,21,4,115618,0,0,0,0,6450,8000,0,0,0,198000
160,1,wc_u_elf_rogue,336592899,0,0,0,142200,7050,0,1250,0,0,0,8,1,79104,0,0,0,0,7920,0,1,0,0,142200
160,1,wc_u_orc_rogue,336592900,0,0,0,147600,17850,0,1250,0,0,0,20,1,150878,0,0,0,0,8999,0,1,0,0,147600
160,1,wc_u_halfling_rogue,336592901,0,0,0,118800,12600,2400,0,0,0,0,12,2,104400,0,0,0,0,0,2000,0,0,0,118800
160,1,wc_u_dragonkin_rogue,336592902,1,0,0,131400,28950,3200,1250,0,0,0,28,4,225297,62703,0,0,0,9297,0,0,0,0,131400
161,0,wc_u_human_guardian,337641473,0,0,0,105000,7900,0,0,900,0,0,5,1,14768,0,0,20000,20000,0,0,0,0,0,105000
161,0,wc_u_dwarf_guardian,337641474,0,0,0,110000,21200,4600,0,0,0,150,9,2,29491,0,0,0,0,0,2000,0,0,0,110000
161,0,wc_u_elf_rogue,337641475,0,0,0,79000,13600,0,0,0,0,4500,17,2,112241,0,0,0,0,270,0,2,0,0,79000
161,0,wc_u_orc_rogue,337641476,0,0,0,82000,19050,4000,0,0,0,0,18,1,84691,0,0,0,0,3541,0,1,0,0,82000
161,0,wc_u_halfling_rogue,337641477,0,0,0,66000,3050,900,0,0,0,0,3,0,14745,0,0,0,0,0,0,0,0,0,66000
161,0,wc_u_dragonkin_rogue,337641478,1,0,0,73000,13050,2900,0,0,0,0,12,1,49122,10000,0,0,0,4771,0,0,0,0,73000
161,1,wc_u_dragonkin_guardian,338690049,0,0,0,118000,8350,0,1000,1100,0,0,5,1,15137,0,0,24000,24000,863,0,0,0,0,118000
161,1,wc_u_elf_rogue,338690050,0,0,0,79000,15050,0,0,0,0,0,16,2,98649,0,0,0,0,2523,0,2,0,0,79000
161,1,wc_u_elf_ranger,338690051,0,0,0,67000,9350,0,0,0,0,0,8,0,37983,0,0,0,0,0,0,0,0,0,67000
161,1,wc_u_dwarf_ranger,338690052,0,1,76000,76000,21200,0,0,0,0,0,16,3,104111,30002,0,0,0,16999,0,0,0,0,0
161,1,wc_u_halfling_ranger,338690053,0,1,34370,59000,21200,0,1000,0,0,0,18,3,86105,0,0,0,0,3200,0,0,3,0,24630
161,1,wc_u_dragonkin_ranger,338690054,0,1,45572,72000,21200,0,0,0,0,0,16,3,104670,38343,0,0,0,0,0,0,0,0,26428
162,0,wc_u_dragonkin_guardian,339738625,0,0,0,118000,8750,0,1000,1100,0,0,5,1,17948,0,0,24000,24000,0,0,0,0,0,118000
162,0,wc_u_elf_rogue,339738626,0,0,0,79000,12300,0,1000,0,0,0,11,2,68320,0,0,0,0,0,0,2,0,0,79000
162,0,wc_u_elf_ranger,339738627,0,0,0,67000,10650,0,0,0,0,0,10,1,53005,0,0,0,0,1726,0,1,0,0,67000
162,0,wc_u_dwarf_ranger,339738628,0,0,0,76000,20650,0,1000,0,0,0,14,3,89494,25896,0,0,0,12116,0,0,0,0,76000
162,0,wc_u_halfling_ranger,339738629,0,1,17888,59000,25050,800,1000,0,0,0,21,3,98474,0,0,0,0,4159,0,0,3,0,41112
162,0,wc_u_dragonkin_ranger,339738630,0,1,72000,72000,25050,1000,0,0,0,0,19,3,123520,38343,0,0,0,834,0,0,0,0,0
162,1,wc_u_human_guardian,340787201,0,0,0,105000,4900,0,0,900,0,0,3,1,7384,0,0,20000,20000,0,0,0,0,0,105000
162,1,wc_u_dwarf_guardian,340787202,0,0,0,110000,19350,3450,0,0,0,0,10,2,32449,0,0,0,0,772,3000,0,0,0,110000
162,1,wc_u_elf_rogue,340787203,0,0,0,79000,9950,800,0,0,0,0,11,1,73085,0,0,0,0,0,0,1,0,0,79000
162,1,wc_u_orc_rogue,340787204,0,0,0,82000,25050,1600,0,0,0,3000,28,2,142194,0,0,0,0,2920,0,2,0,0,82000
162,1,wc_u_halfling_rogue,340787205,0,0,0,66000,7400,2400,0,0,0,3000,6,1,29490,0,0,0,0,0,1000,0,0,0,66000
162,1,wc_u_dragonkin_rogue,340787206,1,0,0,73000,16350,2400,0,0,0,3000,17,2,76510,20000,0,0,0,5361,0,0,0,0,73000
163,0,wc_u_human_guardian,341835777,0,0,0,105000,11800,0,0,3000,0,0,8,1,22152,0,0,20000,9530,0,0,0,0,0,105000
163,0,wc_u_dwarf_guardian,341835778,0,0,0,110000,18700,0,0,0,0,0,11,2,30341,0,0,0,0,1618,2000,0,0,0,110000
163,0,wc_u_elf_rogue,341835779,0,0,0,79000,7400,0,0,0,0,0,10,1,66358,0,0,0,0,0,0,1,0,0,79000
163,0,wc_u_orc_rogue,341835780,0,0,0,82000,14700,1600,0,0,0,2600,16,1,73728,0,0,0,0,0,0,1,0,0,82000
163,0,wc_u_halfling_rogue,341835781,0,0,0,66000,4750,2400,0,0,0,1250,3,1,14745,0,0,0,0,0,1000,0,0,0,66000
163,0,wc_u_dragonkin_rogue,341835782,1,0,0,73000,3050,0,0,0,0,0,4,0,20000,0,0,0,0,0,0,0,0,0,73000
163,1,wc_u_dragonkin_guardian,342884353,0,0,0,118000,11850,0,1000,2150,0,0,7,1,21148,0,0,24000,24000,0,0,0,0,0,118000
163,1,wc_u_elf_rogue,342884354,0,1,23492,79000,18700,0,2000,0,0,0,18,2,107208,0,0,0,0,0,0,2,0,0,55508
163,1,wc_u_elf_ranger,342884355,0,1,13184,67000,18700,0,0,0,0,0,16,0,96251,0,0,0,0,0,0,0,0,0,53816
163,1,wc_u_dwarf_ranger,342884356,0,1,76000,76000,18700,0,0,0,0,0,12,3,73282,34613,0,0,0,11899,0,0,0,0,0
163,1,wc_u_halfling_ranger,342884357,0,1,59000,59000,18700,0,0,0,0,0,17,2,78265,0,0,0,0,4881,0,0,2,0,0
163,1,wc_u_dragonkin_ranger,342884358,0,1,72000,72000,18700,0,0,0,0,0,15,1,89947,14286,0,0,0,1081,0,0,0,0,0
164,0,wc_u_dragonkin_guardian,343932929,0,0,0,118000,9900,0,1000,1100,0,0,6,1,21813,0,0,24000,24000,0,0,0,0,0,118000
164,0,wc_u_elf_rogue,343932930,0,1,3663,79000,19650,1600,1000,0,0,0,18,2,96362,0,0,0,0,10984,0,2,0,0,75337
164,0,wc_u_elf_ranger,343932931,0,1,53546,67000,19650,900,0,0,0,0,15,0,90354,0,0,0,0,0,0,0,0,0,13454
164,0,wc_u_dwarf_ranger,343932932,0,1,76000,76000,19650,0,0,0,0,0,12,3,74869,36708,0,0,0,6063,0,0,0,0,0
164,0,wc_u_halfling_ranger,343932933,0,1,59000,59000,19650,0,0,0,0,0,15,2,73654,0,0,0,0,0,0,0,2,0,0
164,0,wc_u_dragonkin_ranger,343932934,0,1,50570,72000,19650,1000,0,0,0,0,13,3,83751,37489,0,0,0,4580,0,0,0,0,21430
164,1,wc_u_human_guardian,344981505,0,0,0,105000,19650,2000,0,6000,0,0,12,2,43582,0,0,40000,0,0,0,0,0,0,105000
164,1,wc_u_dwarf_guardian,344981506,0,0,0,110000,12650,2300,0,0,0,0,6,1,16925,0,0,0,0,0,1000,0,0,0,110000
164,1,wc_u_elf_rogue,344981507,0,0,0,79000,3350,0,0,0,0,0,4,1,25996,0,0,0,0,0,0,1,0,0,79000
164,1,wc_u_orc_rogue,344981508,0,0,0,82000,14450,1600,0,0,0,2350,16,0,73928,0,0,0,0,848,0,0,0,0,82000
164,1,wc_u_halfling_rogue,344981509,0,0,0,66000,8150,2400,0,0,0,3000,7,1,34405,0,0,0,0,0,1000,0,0,0,66000
164,1,wc_u_dragonkin_rogue,344981510,1,0,0,73000,4900,0,0,0,0,0,6,1,23385,10000,0,0,0,0,0,0,0,0,73000
165,0,wc_u_human_guardian,346030081,0,0,0,105000,8350,0,0,1500,0,0,6,1,14768,0,0,20000,20000,0,0,0,0,0,105000
165,0,wc_u_dwarf_guardian,346030082,0,0,0,110000,24450,3450,0,0,0,0,13,3,41208,0,0,0,0,1166,3000,0,0,0,110000
165,0,wc_u_elf_rogue,346030083,0,0,0,79000,26300,0,0,0,0,3000,33,3,209207,0,0,0,0,4952,0,3,0,0,79000
165,0,wc_u_orc_rogue,346030084,0,0,0,82000,4100,1600,0,0,0,0,3,0,15462,0,0,0,0,0,0,0,0,0,82000
165,0,wc_u_halfling_rogue,346030085,0,0,0,66000,14700,4000,0,0,0,5600,13,2,63895,0,0,0,0,0,2000,0,0,0,66000
165,0,wc_u_dragonkin_rogue,346030086,1,0,0,73000,13700,2050,0,0,0,0,14,2,56769,10691,0,0,0,9309,0,0,0,0,73000
165,1,wc_u_dragonkin_guardian,347078657,0,0,0,118000,11350,0,1000,1850,0,0,7,1,24348,0,0,24000,24000,0,0,0,0,0,118000
165,1,wc_u_elf_rogue,347078658,0,0,0,79000,13700,0,2050,0,0,0,12,2,75924,0,0,0,0,0,0,2,0,0,79000
165,1,wc_u_elf_ranger,347078659,0,0,0,67000,8900,0,0,0,0,0,8,0,47932,0,0,0,0,0,0,0,0,0,67000
165,1,wc_u_dwarf_ranger,347078660,0,0,0,76000,25800,0,1000,0,0,0,18,4,117024,51502,0,0,0,2083,0,0,0,0,76000
165,1,wc_u_halfling_ranger,347078661,0,1,59000,59000,26300,0,0,0,0,0,25,3,111215,0,0,0,0,9098,0,0,3,0,0
165,1,wc_u_dragonkin_ranger,347078662,0,0,0,72000,18250,0,0,0,0,0,13,2,72769,14286,0,0,0,4690,0,0,0,0,72000
166,0,wc_u_dragonkin_guardian,348127233,0,0,0,118000,11350,0,1000,1750,0,0,7,1,22194,0,0,24000,24000,0,0,0,0,0,118000
166,0,wc_u_elf_rogue,348127234,0,0,0,79000,14050,0,2000,0,0,0,13,2,82195,0,0,0,0,0,0,2,0,0,79000
166,0,wc_u_elf_ranger,348127235,0,0,0,67000,8900,0,0,0,0,0,8,0,47932,0,0,0,0,0,0,0,0,0,67000
166,0,wc_u_dwarf_ranger,348127236,0,0,0,76000,23400,0,0,0,0,0,16,3,107336,40930,0,0,0,2555,0,0,0,0,76000
166,0,wc_u_halfling_ranger,348127237,0,1,3444,59000,29900,0,0,0,0,0,27,4,122514,0,0,0,0,13454,0,0,4,0,55556
166,0,wc_u_dragonkin_ranger,348127238,0,0,0,72000,18250,0,0,0,0,0,14,2,77354,14545,0,0,0,6959,0,0,0,0,72000
166,1,wc_u_human_guardian,349175809,0,0,0,105000,8350,0,0,1500,0,0,6,1,16691,0,0,20000,20000,0,0,0,0,0,105000
166,1,wc_u_dwarf_guardian,349175810,0,0,0,110000,15000,2700,0,0,0,0,7,1,20310,0,0,0,0,0,1000,0,0,0,110000
166,1,wc_u_elf_rogue,349175811,0,0,0,79000,18700,0,0,0,0,0,24,2,157709,0,0,0,0,947,0,2,0,0,79000
166,1,wc_u_orc_rogue,349175812,0,0,0,82000,4100,1600,0,0,0,0,3,0,10308,0,0,0,0,0,0,0,0,0,82000
166,1,wc_u_halfling_rogue,349175813,0,0,0,66000,17450,3200,0,0,0,6000,18,2,87938,0,0,0,0,2352,2000,0,0,0,66000
166,1,wc_u_dragonkin_rogue,349175814,1,0,0,73000,29900,4800,0,0,0,3600,30,4,143909,30691,0,0,0,14480,0,0,0,0,73000
167,0,wc_u_human_guardian,350224385,0,0,0,105000,8350,0,0,1500,0,0,6,1,14768,0,0,20000,20000,0,0,0,0,0,105000
167,0,wc_u_dwarf_guardian,350224386,0,0,0,110000,19700,5750,0,0,0,0,8,2,24039,0,0,0,0,0,2000,0,0,0,110000
167,0,wc_u_elf_rogue,350224387,0,0,0,79000,9950,0,0,0,0,0,13,1,85709,0,0,0,0,270,0,1,0,0,79000
167,0,wc_u_orc_rogue,350224388,0,0,0,82000,4100,1600,0,0,0,0,3,0,15462,0,0,0,0,0,0,0,0,0,82000
167,0,wc_u_halfling_rogue,350224389,0,0,0,66000,12600,2650,0,0,0,3500,13,1,62729,0,0,0,0,1166,1000,0,0,0,66000
167,0,wc_u_dragonkin_rogue,350224390,1,0,0,73000,25050,2650,0,0,0,3000,26,3,116602,20691,0,0,0,14480,0,0,0,0,73000
167,1,wc_u_dragonkin_guardian,351272961,0,0,0,118000,11350,0,1000,1850,0,0,7,1,24572,0,0,24000,24000,0,0,0,0,0,118000
167,1,wc_u_elf_rogue,351272962,0,0,0,79000,11900,0,1000,0,0,0,12,2,74091,0,0,0,0,0,0,2,0,0,79000
167,1,wc_u_elf_ranger,351272963,0,0,0,67000,8900,0,0,0,0,0,8,0,47932,0,0,0,0,0,0,0,0,0,67000
167,1,wc_u_dwarf_ranger,351272964,0,0,0,76000,24300,0,1000,0,0,0,16,3,108102,36643,0,0,0,3515,0,0,0,0,76000
167,1,wc_u_halfling_ranger,351272965,0,1,59000,59000,25050,0,0,0,0,0,21,3,91980,0,0,0,0,9176,0,0,3,0,0
167,1,wc_u_dragonkin_ranger,351272966,0,1,72000,72000,25050,1000,0,0,0,0,19,3,102849,28831,0,0,0,11681,0,0,0,0,0
168,0,wc_u_dragonkin_guardian,352321537,0,0,0,118000,11050,0,1000,1100,0,0,7,1,27270,0,0,24000,24000,0,0,0,0,0,118000
168,0,wc_u_elf_rogue,352321538,0,0,0,79000,13100,0,1450,0,0,0,13,2,71425,0,0,0,0,4669,0,2,0,0,79000
168,0,wc_u_elf_ranger,352321539,0,1,53546,67000,21400,0,0,0,0,0,18,0,93102,0,0,0,0,7303,0,0,0,0,13454
