case,tick,unit,x,y,dest_x,dest_y,state,health,shield,shield_expiry,stun_expiry
enclosed_corner_no_path,2,1048580,7,7,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,3,1,0,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,3,2,1,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,3,3,0,1,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,3,1048580,7,7,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,4,1,0,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,4,2,1,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,4,3,0,1,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,4,1048580,7,7,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,5,1,0,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,5,2,1,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,5,3,0,1,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,5,1048580,7,7,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,6,1,0,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,6,2,1,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,6,3,0,1,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,6,1048580,7,7,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,7,1,0,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,7,2,1,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,7,3,0,1,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,7,1048580,7,7,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,8,1,0,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,8,2,1,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,8,3,0,1,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,8,1048580,7,7,-1,-1,4,100000,0,0,0
dash_has_no_secret_damage,1,1,0,0,6,6,5,100000,0,0,0
dash_has_no_secret_damage,1,1048578,7,7,-1,-1,3,100000,0,0,0
dash_has_no_secret_damage,2,1,6,6,-1,-1,6,100000,0,0,0
dash_has_no_secret_damage,2,1048578,7,7,-1,-1,4,100000,0,0,0
stun_shorter_does_not_stack,1,1,3,3,-1,-1,3,100000,0,0,0
stun_shorter_does_not_stack,1,1048578,4,4,-1,-1,5,100000,0,0,0
stun_shorter_does_not_stack,1,1048579,3,4,-1,-1,5,100000,0,0,0
stun_shorter_does_not_stack,2,1,3,3,-1,-1,7,100000,0,0,22
stun_shorter_does_not_stack,2,1048578,4,4,-1,-1,6,100000,0,0,0
stun_shorter_does_not_stack,2,1048579,3,4,-1,-1,6,100000,0,0,0
stun_shorter_does_not_stack,3,1,3,3,-1,-1,7,100000,0,0,22
stun_shorter_does_not_stack,3,1048578,4,4,-1,-1,3,100000,0,0,0
stun_shorter_does_not_stack,3,1048579,3,4,-1,-1,3,100000,0,0,0
stun_shorter_does_not_stack,4,1,3,3,-1,-1,7,100000,0,0,22
stun_shorter_does_not_stack,4,1048578,4,4,-1,-1,4,100000,0,0,0
stun_shorter_does_not_stack,4,1048579,3,4,-1,-1,4,100000,0,0,0
stun_longer_extends_maximum,1,1,3,3,-1,-1,3,100000,0,0,0
stun_longer_extends_maximum,1,1048578,4,4,-1,-1,5,100000,0,0,0
stun_longer_extends_maximum,1,1048579,3,4,-1,-1,5,100000,0,0,0
stun_longer_extends_maximum,2,1,3,3,-1,-1,7,100000,0,0,22
stun_longer_extends_maximum,2,1048578,4,4,-1,-1,6,100000,0,0,0
stun_longer_extends_maximum,2,1048579,3,4,-1,-1,6,100000,0,0,0
stun_longer_extends_maximum,3,1,3,3,-1,-1,7,100000,0,0,22
stun_longer_extends_maximum,3,1048578,4,4,-1,-1,3,100000,0,0,0
stun_longer_extends_maximum,3,1048579,3,4,-1,-1,3,100000,0,0,0
stun_longer_extends_maximum,4,1,3,3,-1,-1,7,100000,0,0,44
stun_longer_extends_maximum,4,1048578,4,4,-1,-1,4,100000,0,0,0
stun_longer_extends_maximum,4,1048579,3,4,-1,-1,4,100000,0,0,0
