00:02.156  blend            | Read blend: "C:\Users\iputu\Documents\Wonder Chess\art-source\heroes\wc_u_dragonkin_guardian\wc_u_dragonkin_guardian.blend"
01:58.453  render           | Video append frame 57
01:58.469  render           | Video append frame 58
01:58.485  render           | Video append frame 59
01:58.516  render           | Video append frame 60
01:58.531  render           | Video append frame 61
01:58.578  render           | Video append frame 1
01:58.594  render           | Video append frame 2
01:58.625  render           | Video append frame 3
01:58.641  render           | Video append frame 4
01:58.656  render           | Video append frame 5
01:58.688  render           | Video append frame 6
01:58.703  render           | Video append frame 7
01:58.719  render           | Video append frame 8
01:58.750  render           | Video append frame 9
01:58.766  render           | Video append frame 10
01:58.797  render           | Video append frame 11
01:58.813  render           | Video append frame 12
01:58.828  render           | Video append frame 13
01:58.860  render           | Video append frame 14
01:58.875  render           | Video append frame 15
01:58.891  render           | Video append frame 16
01:58.922  render           | Video append frame 17
01:58.953  render           | Video append frame 18
01:58.969  render           | Video append frame 19
01:58.985  render           | Video append frame 20
01:59.016  render           | Video append frame 21
01:59.031  render           | Video append frame 22
01:59.063  render           | Video append frame 23
01:59.078  render           | Video append frame 24
01:59.110  render           | Video append frame 25
01:59.125  render           | Video append frame 26
01:59.141  render           | Video append frame 27
01:59.172  render           | Video append frame 28
01:59.188  render           | Video append frame 29
01:59.219  render           | Video append frame 30
01:59.235  render           | Video append frame 31
01:59.266  render           | Video append frame 32
01:59.281  render           | Video append frame 33
01:59.313  render           | Video append frame 34
01:59.328  render           | Video append frame 35
01:59.344  render           | Video append frame 36
01:59.375  render           | Video append frame 37
01:59.391  render           | Video append frame 38
01:59.422  render           | Video append frame 39
01:59.438  render           | Video append frame 40
01:59.469  render           | Video append frame 41
01:59.485  render           | Video append frame 42
01:59.500  render           | Video append frame 43
01:59.531  render           | Video append frame 44
01:59.547  render           | Video append frame 45
01:59.578  render           | Video append frame 46
01:59.594  render           | Video append frame 47
01:59.610  render           | Video append frame 48
01:59.641  render           | Video append frame 49
01:59.656  render           | Video append frame 50
01:59.688  render           | Video append frame 51
01:59.703  render           | Video append frame 52
01:59.735  render           | Video append frame 53
01:59.750  render           | Video append frame 54
01:59.781  render           | Video append frame 55
01:59.797  render           | Video append frame 56
01:59.813  render           | Video append frame 57
01:59.844  render           | Video append frame 58
01:59.860  render           | Video append frame 59
01:59.875  render           | Video append frame 60
01:59.906  render           | Video append frame 61
01:59.922  render           | Video append frame 62
01:59.938  render           | Video append frame 63
01:59.953  render           | Video append frame 64
01:59.985  render           | Video append frame 65
02:00.016  render           | Video append frame 66
02:00.031  render           | Video append frame 67
02:00.047  render           | Video append frame 68
02:00.063  render           | Video append frame 69
02:00.094  render           | Video append frame 70
02:00.110  render           | Video append frame 71
02:00.125  render           | Video append frame 72
02:00.156  render           | Video append frame 73
02:00.172  render           | Video append frame 74
02:00.203  render           | Video append frame 75
02:00.219  render           | Video append frame 76
02:00.235  render           | Video append frame 77
02:00.266  render           | Video append frame 78
02:00.281  render           | Video append frame 79
02:00.297  render           | Video append frame 80
02:00.313  render           | Video append frame 81
02:00.344  render           | Video append frame 82
02:00.360  render           | Video append frame 83
02:00.375  render           | Video append frame 84
02:00.406  render           | Video append frame 85
02:00.422  render           | Video append frame 86
02:00.453  render           | Video append frame 87
02:00.469  render           | Video append frame 88
02:00.485  render           | Video append frame 89
02:00.516  render           | Video append frame 90
02:00.531  render           | Video append frame 91

FBX export starting... 'C:\\Users\\iputu\\Documents\\Wonder Chess\\exports\\heroes\\wc_u_dragonkin_guardian\\SK_wc_u_dragonkin_guardian.fbx'
export finished in 0.0488 sec.

FBX export starting... 'C:\\Users\\iputu\\Documents\\Wonder Chess\\exports\\heroes\\wc_u_dragonkin_guardian\\SK_wc_u_dragonkin_guardian_LOD1.fbx'
export finished in 0.0691 sec.

FBX export starting... 'C:\\Users\\iputu\\Documents\\Wonder Chess\\exports\\heroes\\wc_u_dragonkin_guardian\\SK_wc_u_dragonkin_guardian_LOD2.fbx'
export finished in 0.0349 sec.
Info: Saved as "wc_u_dragonkin_guardian.blend"
WC_SORA_TEXTURE_LINKS_REPAIRED f0389e1827f6f89e80a13a02de2f898c6d083f2df64ddae0af3d427b18c56eb0
Blender 5.1.1 (hash b70da489d7f4 built 2026-04-14 01:37:22)

Blender quit
