seed,round,seat,health,gold,damage,wins,placement,settlement_id,pre_hash,post_hash
12,18,2,0,13,0,3,8,12172763028394216910,13790634793659723928,11846637555356199870
12,18,3,0,27,0,5,5,12172763028394216910,13790634793659723928,11846637555356199870
12,18,4,0,25,0,4,6,12172763028394216910,13790634793659723928,11846637555356199870
12,18,5,0,10,0,3,7,12172763028394216910,13790634793659723928,11846637555356199870
12,18,6,13,55,11,12,0,12172763028394216910,13790634793659723928,11846637555356199870
12,18,7,35,53,0,14,0,12172763028394216910,13790634793659723928,11846637555356199870
12,19,0,14,57,0,12,0,15517599431202433770,5497525015667850796,1648231410258674227
12,19,1,0,55,0,10,4,15517599431202433770,5497525015667850796,1648231410258674227
12,19,2,0,13,0,3,8,15517599431202433770,5497525015667850796,1648231410258674227
12,19,3,0,27,0,5,5,15517599431202433770,5497525015667850796,1648231410258674227
12,19,4,0,25,0,4,6,15517599431202433770,5497525015667850796,1648231410258674227
12,19,5,0,10,0,3,7,15517599431202433770,5497525015667850796,1648231410258674227
12,19,6,3,63,10,12,0,15517599431202433770,5497525015667850796,1648231410258674227
12,19,7,35,59,0,15,0,15517599431202433770,5497525015667850796,1648231410258674227
12,20,0,6,66,8,12,0,12306297088033431108,12229545215833558052,3308959865551646450
12,20,1,0,55,0,10,4,12306297088033431108,12229545215833558052,3308959865551646450
12,20,2,0,13,0,3,8,12306297088033431108,12229545215833558052,3308959865551646450
12,20,3,0,27,0,5,5,12306297088033431108,12229545215833558052,3308959865551646450
12,20,4,0,25,0,4,6,12306297088033431108,12229545215833558052,3308959865551646450
12,20,5,0,10,0,3,7,12306297088033431108,12229545215833558052,3308959865551646450
12,20,6,0,71,11,12,3,12306297088033431108,12229545215833558052,3308959865551646450
12,20,7,35,65,0,16,0,12306297088033431108,12229545215833558052,3308959865551646450
12,21,0,0,74,8,12,2,11675794432720353033,9513212889095005757,14996392291970923022
12,21,1,0,55,0,10,4,11675794432720353033,9513212889095005757,14996392291970923022
12,21,2,0,13,0,3,8,11675794432720353033,9513212889095005757,14996392291970923022
12,21,3,0,27,0,5,5,11675794432720353033,9513212889095005757,14996392291970923022
12,21,4,0,25,0,4,6,11675794432720353033,9513212889095005757,14996392291970923022
12,21,5,0,10,0,3,7,11675794432720353033,9513212889095005757,14996392291970923022
12,21,6,0,71,0,12,3,11675794432720353033,9513212889095005757,14996392291970923022
12,21,7,35,74,0,17,1,11675794432720353033,9513212889095005757,14996392291970923022
13,1,0,60,1,0,1,0,10682531704454680323,9024407173985510622,5306034508675512680
13,1,1,60,1,0,1,0,10682531704454680323,9024407173985510622,5306034508675512680
13,1,2,56,1,4,0,0,10682531704454680323,9024407173985510622,5306034508675512680
13,1,3,60,0,0,1,0,10682531704454680323,9024407173985510622,5306034508675512680
13,1,4,56,1,4,0,0,10682531704454680323,9024407173985510622,5306034508675512680
13,1,5,56,0,4,0,0,10682531704454680323,9024407173985510622,5306034508675512680
13,1,6,55,1,5,0,0,10682531704454680323,9024407173985510622,5306034508675512680
13,1,7,60,1,0,1,0,10682531704454680323,9024407173985510622,5306034508675512680
13,2,0,60,1,0,2,0,9753551079159975941,6188875499946416535,5854135541281866531
13,2,1,60,1,0,2,0,9753551079159975941,6188875499946416535,5854135541281866531
13,2,2,51,2,5,0,0,9753551079159975941,6188875499946416535,5854135541281866531
13,2,3,60,0,0,2,0,9753551079159975941,6188875499946416535,5854135541281866531
13,2,4,51,0,5,0,0,9753551079159975941,6188875499946416535,5854135541281866531
13,2,5,56,4,0,1,0,9753551079159975941,6188875499946416535,5854135541281866531
13,2,6,51,3,4,0,0,9753551079159975941,6188875499946416535,5854135541281866531
13,2,7,56,0,4,1,0,9753551079159975941,6188875499946416535,5854135541281866531
13,3,0,55,3,5,2,0,7685909621375755838,17310220754541956076,11778547788650690049
13,3,1,53,0,7,2,0,7685909621375755838,17310220754541956076,11778547788650690049
13,3,2,51,1,0,1,0,7685909621375755838,17310220754541956076,11778547788650690049
13,3,3,60,0,0,3,0,7685909621375755838,17310220754541956076,11778547788650690049
13,3,4,46,0,5,0,0,7685909621375755838,17310220754541956076,11778547788650690049
13,3,5,56,1,0,2,0,7685909621375755838,17310220754541956076,11778547788650690049
13,3,6,45,1,6,0,0,7685909621375755838,17310220754541956076,11778547788650690049
13,3,7,56,0,0,2,0,7685909621375755838,17310220754541956076,11778547788650690049
13,4,0,52,6,3,2,0,12587370737594032228,4823136934245354320,134912883578970688
13,4,1,53,2,0,3,0,12587370737594032228,4823136934245354320,134912883578970688
13,4,2,46,5,5,1,0,12587370737594032228,4823136934245354320,134912883578970688
13,4,3,55,0,5,3,0,12587370737594032228,4823136934245354320,134912883578970688
13,4,4,46,3,0,1,0,12587370737594032228,4823136934245354320,134912883578970688
13,4,5,56,5,0,3,0,12587370737594032228,4823136934245354320,134912883578970688
13,4,6,39,3,6,0,0,12587370737594032228,4823136934245354320,134912883578970688
13,4,7,56,3,0,3,0,12587370737594032228,4823136934245354320,134912883578970688
13,5,0,47,9,5,2,0,11409396526365357622,888080504776735561,3969240440557766153
13,5,1,53,7,0,4,0,11409396526365357622,888080504776735561,3969240440557766153
13,5,2,40,10,6,1,0,11409396526365357622,888080504776735561,3969240440557766153
13,5,3,55,0,0,4,0,11409396526365357622,888080504776735561,3969240440557766153
13,5,4,42,1,4,1,0,11409396526365357622,888080504776735561,3969240440557766153
13,5,5,56,7,0,4,0,11409396526365357622,888080504776735561,3969240440557766153
13,5,6,39,2,0,1,0,11409396526365357622,888080504776735561,3969240440557766153
13,5,7,52,6,4,3,0,11409396526365357622,888080504776735561,3969240440557766153
13,6,0,41,11,6,2,0,5833679380957638813,17722785229764824583,15186109586106037654
13,6,1,53,4,0,5,0,5833679380957638813,17722785229764824583,15186109586106037654
13,6,2,40,10,0,2,0,5833679380957638813,17722785229764824583,15186109586106037654
13,6,3,55,5,0,5,0,5833679380957638813,17722785229764824583,15186109586106037654
13,6,4,36,2,6,1,0,5833679380957638813,17722785229764824583,15186109586106037654
13,6,5,51,10,5,4,0,5833679380957638813,17722785229764824583,15186109586106037654
13,6,6,39,4,0,2,0,5833679380957638813,17722785229764824583,15186109586106037654
13,6,7,47,11,5,3,0,5833679380957638813,17722785229764824583,15186109586106037654
13,7,0,41,11,0,3,0,614480483733483466,6339953399682109372,10255207623781557583
13,7,1,53,0,0,6,0,614480483733483466,6339953399682109372,10255207623781557583
13,7,2,32,11,8,2,0,614480483733483466,6339953399682109372,10255207623781557583
13,7,3,55,1,0,6,0,614480483733483466,6339953399682109372,10255207623781557583
13,7,4,28,0,8,1,0,614480483733483466,6339953399682109372,10255207623781557583
13,7,5,45,10,6,4,0,614480483733483466,6339953399682109372,10255207623781557583
13,7,6,39,0,0,3,0,614480483733483466,6339953399682109372,10255207623781557583
13,7,7,39,5,8,3,0,614480483733483466,6339953399682109372,10255207623781557583
13,8,0,32,11,9,3,0,7134611160154358618,276459417367223801,8424484832734172669
13,8,1,53,0,0,7,0,7134611160154358618,276459417367223801,8424484832734172669
13,8,2,24,10,8,2,0,7134611160154358618,276459417367223801,8424484832734172669
13,8,3,55,5,0,7,0,7134611160154358618,276459417367223801,8424484832734172669
13,8,4,28,2,0,2,0,7134611160154358618,276459417367223801,8424484832734172669
13,8,5,37,11,8,4,0,7134611160154358618,276459417367223801,8424484832734172669
13,8,6,39,1,0,4,0,7134611160154358618,276459417367223801,8424484832734172669
13,8,7,33,10,6,3,0,7134611160154358618,276459417367223801,8424484832734172669
13,9,0,23,15,9,3,0,7958955049054603978,14466909823840612426,2329815832577163963
13,9,1,53,6,0,8,0,7958955049054603978,14466909823840612426,2329815832577163963
13,9,2,24,5,0,3,0,7958955049054603978,14466909823840612426,2329815832577163963
13,9,3,55,3,0,8,0,7958955049054603978,14466909823840612426,2329815832577163963
13,9,4,19,10,9,2,0,7958955049054603978,14466909823840612426,2329815832577163963
13,9,5,28,10,9,4,0,7958955049054603978,14466909823840612426,2329815832577163963
13,9,6,31,4,8,4,0,7958955049054603978,14466909823840612426,2329815832577163963
13,9,7,33,11,0,4,0,7958955049054603978,14466909823840612426,2329815832577163963
13,10,0,23,10,0,4,0,7191089600892374487,17642419006427852031,18049511513218983150
13,10,1,53,12,0,9,0,7191089600892374487,17642419006427852031,18049511513218983150
13,10,2,16,11,8,3,0,7191089600892374487,17642419006427852031,18049511513218983150
13,10,3,55,4,0,9,0,7191089600892374487,17642419006427852031,18049511513218983150
13,10,4,10,14,9,2,0,7191089600892374487,17642419006427852031,18049511513218983150
13,10,5,20,10,8,4,0,7191089600892374487,17642419006427852031,18049511513218983150
13,10,6,31,2,0,5,0,7191089600892374487,17642419006427852031,18049511513218983150
13,10,7,26,8,7,4,0,7191089600892374487,17642419006427852031,18049511513218983150
13,11,0,16,12,7,4,0,13647215125184110592,11714780419115133905,5688114053951207788
13,11,1,53,13,0,10,0,13647215125184110592,11714780419115133905,5688114053951207788
13,11,2,9,17,7,3,0,13647215125184110592,11714780419115133905,5688114053951207788
13,11,3,55,10,0,10,0,13647215125184110592,11714780419115133905,5688114053951207788
13,11,4,10,16,0,3,0,13647215125184110592,11714780419115133905,5688114053951207788
13,11,5,14,11,6,4,0,13647215125184110592,11714780419115133905,5688114053951207788
13,11,6,31,2,0,6,0,13647215125184110592,11714780419115133905,5688114053951207788
13,11,7,18,12,8,4,0,13647215125184110592,11714780419115133905,5688114053951207788
13,12,0,16,20,0,5,0,10451216379200822465,2286492119863721463,9202191152620542280
13,12,1,53,20,0,11,0,10451216379200822465,2286492119863721463,9202191152620542280
13,12,2,2,23,7,3,0,10451216379200822465,2286492119863721463,9202191152620542280
13,12,3,55,9,0,11,0,10451216379200822465,2286492119863721463,9202191152620542280
13,12,4,1,23,9,3,0,10451216379200822465,2286492119863721463,9202191152620542280
13,12,5,6,15,8,4,0,10451216379200822465,2286492119863721463,9202191152620542280
13,12,6,31,8,0,7,0,10451216379200822465,2286492119863721463,9202191152620542280
13,12,7,11,15,7,4,0,10451216379200822465,2286492119863721463,9202191152620542280
13,13,0,16,20,0,6,0,16294208416658607535,17751438770615797487,7903863748436627134
13,13,1,44,26,9,11,0,16294208416658607535,17751438770615797487,7903863748436627134
13,13,2,0,30,10,3,7,16294208416658607535,17751438770615797487,7903863748436627134
13,13,3,55,10,0,12,0,16294208416658607535,17751438770615797487,7903863748436627134
13,13,4,0,30,11,3,8,16294208416658607535,17751438770615797487,7903863748436627134
13,13,5,0,15,8,4,6,16294208416658607535,17751438770615797487,7903863748436627134
13,13,6,31,14,0,8,0,16294208416658607535,17751438770615797487,7903863748436627134
13,13,7,11,21,0,5,0,16294208416658607535,17751438770615797487,7903863748436627134
13,14,0,8,28,8,6,0,2092789425003139053,6793104690517549609,11038731436097702072
13,14,1,35,31,9,11,0,2092789425003139053,6793104690517549609,11038731436097702072
13,14,2,0,30,0,3,7,2092789425003139053,6793104690517549609,11038731436097702072
13,14,3,55,13,0,13,0,2092789425003139053,6793104690517549609,11038731436097702072
13,14,4,0,30,0,3,8,2092789425003139053,6793104690517549609,11038731436097702072
13,14,5,0,15,0,4,6,2092789425003139053,6793104690517549609,11038731436097702072
13,14,6,23,21,8,8,0,2092789425003139053,6793104690517549609,11038731436097702072
13,14,7,11,29,0,6,0,2092789425003139053,6793104690517549609,11038731436097702072
13,15,0,0,35,11,6,5,10905525725756348110,4379709490449830296,14280086602833985981
13,15,1,35,39,0,12,0,10905525725756348110,4379709490449830296,14280086602833985981
13,15,2,0,30,0,3,7,10905525725756348110,4379709490449830296,14280086602833985981
13,15,3,55,20,0,14,0,10905525725756348110,4379709490449830296,14280086602833985981
13,15,4,0,30,0,3,8,10905525725756348110,4379709490449830296,14280086602833985981
13,15,5,0,15,0,4,6,10905525725756348110,4379709490449830296,14280086602833985981
13,15,6,23,28,0,9,0,10905525725756348110,4379709490449830296,14280086602833985981
13,15,7,1,37,10,6,0,10905525725756348110,4379709490449830296,14280086602833985981
13,16,0,0,35,0,6,5,13509472508297990000,4063820359340186654,91180494193950336
13,16,1,27,45,8,12,0,13509472508297990000,4063820359340186654,91180494193950336
13,16,2,0,30,0,3,7,13509472508297990000,4063820359340186654,91180494193950336
13,16,3,55,25,0,15,0,13509472508297990000,4063820359340186654,91180494193950336
13,16,4,0,30,0,3,8,13509472508297990000,4063820359340186654,91180494193950336
13,16,5,0,15,0,4,6,13509472508297990000,4063820359340186654,91180494193950336
13,16,6,23,36,0,10,0,13509472508297990000,4063820359340186654,91180494193950336
13,16,7,0,45,10,6,4,13509472508297990000,4063820359340186654,91180494193950336
13,17,0,0,35,0,6,5,10402319577963762796,5167119462870785122,12965418761736096446
13,17,1,27,53,0,13,0,10402319577963762796,5167119462870785122,12965418761736096446
13,17,2,0,30,0,3,7,10402319577963762796,5167119462870785122,12965418761736096446
13,17,3,55,33,0,16,0,10402319577963762796,5167119462870785122,12965418761736096446
13,17,4,0,30,0,3,8,10402319577963762796,5167119462870785122,12965418761736096446
13,17,5,0,15,0,4,6,10402319577963762796,5167119462870785122,12965418761736096446
13,17,6,15,45,8,10,0,10402319577963762796,5167119462870785122,12965418761736096446
13,17,7,0,45,0,6,4,10402319577963762796,5167119462870785122,12965418761736096446
13,18,0,0,35,0,6,5,15517599431202433770,1320925828581406790,12338713025526737254
13,18,1,18,62,9,13,0,15517599431202433770,1320925828581406790,12338713025526737254
13,18,2,0,30,0,3,7,15517599431202433770,1320925828581406790,12338713025526737254
13,18,3,55,42,0,17,0,15517599431202433770,1320925828581406790,12338713025526737254
13,18,4,0,30,0,3,8,15517599431202433770,1320925828581406790,12338713025526737254
13,18,5,0,15,0,4,6,15517599431202433770,1320925828581406790,12338713025526737254
13,18,6,6,53,9,10,0,15517599431202433770,1320925828581406790,12338713025526737254
13,18,7,0,45,0,6,4,15517599431202433770,1320925828581406790,12338713025526737254
13,19,0,0,35,0,6,5,12172763028394216910,793823927944387421,6574352074520069369
13,19,1,18,70,0,14,0,12172763028394216910,793823927944387421,6574352074520069369
13,19,2,0,30,0,3,7,12172763028394216910,793823927944387421,6574352074520069369
13,19,3,55,51,0,18,0,12172763028394216910,793823927944387421,6574352074520069369
13,19,4,0,30,0,3,8,12172763028394216910,793823927944387421,6574352074520069369
13,19,5,0,15,0,4,6,12172763028394216910,793823927944387421,6574352074520069369
13,19,6,0,61,7,10,3,12172763028394216910,793823927944387421,6574352074520069369
13,19,7,0,45,0,6,4,12172763028394216910,793823927944387421,6574352074520069369
13,20,0,0,35,0,6,5,11675794432720353033,10334093052707799066,9378489813761942997
13,20,1,9,79,9,14,0,11675794432720353033,10334093052707799066,9378489813761942997
13,20,2,0,30,0,3,7,11675794432720353033,10334093052707799066,9378489813761942997
13,20,3,55,60,0,19,0,11675794432720353033,10334093052707799066,9378489813761942997
13,20,4,0,30,0,3,8,11675794432720353033,10334093052707799066,9378489813761942997
13,20,5,0,15,0,4,6,11675794432720353033,10334093052707799066,9378489813761942997
13,20,6,0,61,0,10,3,11675794432720353033,10334093052707799066,9378489813761942997
13,20,7,0,45,0,6,4,11675794432720353033,10334093052707799066,9378489813761942997
13,21,0,0,35,0,6,5,12306297088033431108,7987931456754545913,5872001159770972066
13,21,1,0,87,9,14,2,12306297088033431108,7987931456754545913,5872001159770972066
13,21,2,0,30,0,3,7,12306297088033431108,7987931456754545913,5872001159770972066
13,21,3,55,69,0,20,1,12306297088033431108,7987931456754545913,5872001159770972066
13,21,4,0,30,0,3,8,12306297088033431108,7987931456754545913,5872001159770972066
13,21,5,0,15,0,4,6,12306297088033431108,7987931456754545913,5872001159770972066
13,21,6,0,61,0,10,3,12306297088033431108,7987931456754545913,5872001159770972066
13,21,7,0,45,0,6,4,12306297088033431108,7987931456754545913,5872001159770972066
14,1,0,55,1,5,0,0,9753551079159975941,1138846162702373709,947775915916710135
14,1,1,60,0,0,1,0,9753551079159975941,1138846162702373709,947775915916710135
14,1,2,60,1,0,1,0,9753551079159975941,1138846162702373709,947775915916710135
14,1,3,60,1,0,1,0,9753551079159975941,1138846162702373709,947775915916710135
14,1,4,56,0,4,0,0,9753551079159975941,1138846162702373709,947775915916710135
14,1,5,56,1,4,0,0,9753551079159975941,1138846162702373709,947775915916710135
14,1,6,55,2,5,0,0,9753551079159975941,1138846162702373709,947775915916710135
14,1,7,60,1,0,1,0,9753551079159975941,1138846162702373709,947775915916710135
14,2,0,49,3,6,0,0,10682531704454680323,14344649425523733698,1461291925444413008
14,2,1,55,0,5,1,0,10682531704454680323,14344649425523733698,1461291925444413008
14,2,2,55,1,5,1,0,10682531704454680323,14344649425523733698,1461291925444413008
14,2,3,60,1,0,2,0,10682531704454680323,14344649425523733698,1461291925444413008
14,2,4,52,0,4,0,0,10682531704454680323,14344649425523733698,1461291925444413008
14,2,5,56,1,0,1,0,10682531704454680323,14344649425523733698,1461291925444413008
14,2,6,55,0,0,1,0,10682531704454680323,14344649425523733698,1461291925444413008
14,2,7,60,2,0,2,0,10682531704454680323,14344649425523733698,1461291925444413008
14,3,0,45,0,4,0,0,14180207640020093695,11406676070093674019,11099444009611313885
14,3,1,49,0,6,1,0,14180207640020093695,11406676070093674019,11099444009611313885
14,3,2,55,1,0,2,0,14180207640020093695,11406676070093674019,11099444009611313885
14,3,3,60,0,0,3,0,14180207640020093695,11406676070093674019,11099444009611313885
14,3,4,47,0,5,0,0,14180207640020093695,11406676070093674019,11099444009611313885
14,3,5,51,2,5,1,0,14180207640020093695,11406676070093674019,11099444009611313885
14,3,6,55,0,0,2,0,14180207640020093695,11406676070093674019,11099444009611313885
14,3,7,60,1,0,3,0,14180207640020093695,11406676070093674019,11099444009611313885
14,4,0,45,0,0,1,0,614480483733483466,16475835065203521460,16336600049664402000
14,4,1,43,2,6,1,0,614480483733483466,16475835065203521460,16336600049664402000
14,4,2,49,3,6,2,0,614480483733483466,16475835065203521460,16336600049664402000
14,4,3,60,1,0,4,0,614480483733483466,16475835065203521460,16336600049664402000
14,4,4,47,0,0,1,0,614480483733483466,16475835065203521460,16336600049664402000
14,4,5,45,4,6,1,0,614480483733483466,16475835065203521460,16336600049664402000
14,4,6,51,1,4,2,0,614480483733483466,16475835065203521460,16336600049664402000
14,4,7,60,7,0,4,0,614480483733483466,16475835065203521460,16336600049664402000
14,5,0,45,0,0,2,0,5833679380957638813,169203239561856454,17542820061154440888
14,5,1,37,3,6,1,0,5833679380957638813,169203239561856454,17542820061154440888
14,5,2,49,2,0,3,0,5833679380957638813,169203239561856454,17542820061154440888
14,5,3,57,2,3,4,0,5833679380957638813,169203239561856454,17542820061154440888
14,5,4,47,0,0,2,0,5833679380957638813,169203239561856454,17542820061154440888
14,5,5,39,9,6,1,0,5833679380957638813,169203239561856454,17542820061154440888
14,5,6,45,0,6,2,0,5833679380957638813,169203239561856454,17542820061154440888
14,5,7,60,10,0,5,0,5833679380957638813,169203239561856454,17542820061154440888
14,6,0,40,1,5,2,0,11409396526365357622,12447681910920986181,12412961475920557881
14,6,1,32,2,5,1,0,11409396526365357622,12447681910920986181,12412961475920557881
14,6,2,49,7,0,4,0,11409396526365357622,12447681910920986181,12412961475920557881
14,6,3,57,3,0,5,0,11409396526365357622,12447681910920986181,12412961475920557881
14,6,4,47,1,0,3,0,11409396526365357622,12447681910920986181,12412961475920557881
14,6,5,34,10,5,1,0,11409396526365357622,12447681910920986181,12412961475920557881
14,6,6,45,2,0,3,0,11409396526365357622,12447681910920986181,12412961475920557881
14,6,7,55,10,5,5,0,11409396526365357622,12447681910920986181,12412961475920557881
14,7,0,40,0,0,3,0,12587370737594032228,13374548594145103205,3498241755922300748
14,7,1,32,0,0,2,0,12587370737594032228,13374548594145103205,3498241755922300748
14,7,2,49,6,0,5,0,12587370737594032228,13374548594145103205,3498241755922300748
14,7,3,48,2,9,5,0,12587370737594032228,13374548594145103205,3498241755922300748
14,7,4,47,0,0,4,0,12587370737594032228,13374548594145103205,3498241755922300748
14,7,5,26,10,8,1,0,12587370737594032228,13374548594145103205,3498241755922300748
14,7,6,36,2,9,3,0,12587370737594032228,13374548594145103205,3498241755922300748
14,7,7,46,10,9,5,0,12587370737594032228,13374548594145103205,3498241755922300748
14,8,0,31,4,9,3,0,13647215125184110592,613831944676400690,9586959090466319748
14,8,1,24,1,8,2,0,13647215125184110592,613831944676400690,9586959090466319748
14,8,2,49,10,0,6,0,13647215125184110592,613831944676400690,9586959090466319748
14,8,3,48,2,0,6,0,13647215125184110592,613831944676400690,9586959090466319748
14,8,4,47,0,0,5,0,13647215125184110592,613831944676400690,9586959090466319748
14,8,5,17,10,9,1,0,13647215125184110592,613831944676400690,9586959090466319748
14,8,6,28,3,8,3,0,13647215125184110592,613831944676400690,9586959090466319748
14,8,7,46,10,0,6,0,13647215125184110592,613831944676400690,9586959090466319748
14,9,0,31,10,0,4,0,7191089600892374487,5780504512711215064,11485910509642484134
14,9,1,15,10,9,2,0,7191089600892374487,5780504512711215064,11485910509642484134
14,9,2,49,12,0,7,0,7191089600892374487,5780504512711215064,11485910509642484134
14,9,3,48,3,0,7,0,7191089600892374487,5780504512711215064,11485910509642484134
14,9,4,47,5,0,6,0,7191089600892374487,5780504512711215064,11485910509642484134
14,9,5,8,11,9,1,0,7191089600892374487,5780504512711215064,11485910509642484134
14,9,6,20,10,8,3,0,7191089600892374487,5780504512711215064,11485910509642484134
14,9,7,38,13,8,6,0,7191089600892374487,5780504512711215064,11485910509642484134
14,10,0,31,10,0,5,0,7958955049054603978,1952969566853241732,5514269914424113361
14,10,1,15,10,0,3,0,7958955049054603978,1952969566853241732,5514269914424113361
14,10,2,49,17,0,8,0,7958955049054603978,1952969566853241732,5514269914424113361
14,10,3,42,6,6,7,0,7958955049054603978,1952969566853241732,5514269914424113361
14,10,4,47,11,0,7,0,7958955049054603978,1952969566853241732,5514269914424113361
14,10,5,0,13,8,1,8,7958955049054603978,1952969566853241732,5514269914424113361
14,10,6,10,15,10,3,0,7958955049054603978,1952969566853241732,5514269914424113361
14,10,7,30,18,8,6,0,7958955049054603978,1952969566853241732,5514269914424113361
14,11,0,31,11,0,6,0,7134611160154358618,15584752473392073159,15368721656672779233
14,11,1,9,15,6,3,0,7134611160154358618,15584752473392073159,15368721656672779233
14,11,2,42,24,7,8,0,7134611160154358618,15584752473392073159,15368721656672779233
14,11,3,42,11,0,8,0,7134611160154358618,15584752473392073159,15368721656672779233
14,11,4,47,14,0,8,0,7134611160154358618,15584752473392073159,15368721656672779233
14,11,5,0,13,0,1,8,7134611160154358618,15584752473392073159,15368721656672779233
14,11,6,2,15,8,3,0,7134611160154358618,15584752473392073159,15368721656672779233
14,11,7,20,15,10,6,0,7134611160154358618,15584752473392073159,15368721656672779233
14,12,0,31,10,0,7,0,10905525725756348110,11137533333249538317,9116124491773698549
14,12,1,9,21,0,4,0,10905525725756348110,11137533333249538317,9116124491773698549
14,12,2,34,31,8,8,0,10905525725756348110,11137533333249538317,9116124491773698549
14,12,3,42,18,0,9,0,10905525725756348110,11137533333249538317,9116124491773698549
14,12,4,47,21,0,9,0,10905525725756348110,11137533333249538317,9116124491773698549
14,12,5,0,13,0,1,8,10905525725756348110,11137533333249538317,9116124491773698549
14,12,6,0,21,10,3,7,10905525725756348110,11137533333249538317,9116124491773698549
14,12,7,13,15,7,6,0,10905525725756348110,11137533333249538317,9116124491773698549
14,13,0,31,10,0,8,0,2092789425003139053,5519786993272247480,15935405796583957987
14,13,1,9,29,0,5,0,2092789425003139053,5519786993272247480,15935405796583957987
14,13,2,24,39,10,8,0,2092789425003139053,5519786993272247480,15935405796583957987
14,13,3,33,25,9,9,0,2092789425003139053,5519786993272247480,15935405796583957987
14,13,4,47,29,0,10,0,2092789425003139053,5519786993272247480,15935405796583957987
14,13,5,0,13,0,1,8,2092789425003139053,5519786993272247480,15935405796583957987
14,13,6,0,21,0,3,7,2092789425003139053,5519786993272247480,15935405796583957987
14,13,7,5,13,8,6,0,2092789425003139053,5519786993272247480,15935405796583957987
14,14,0,31,15,0,9,0,16294208416658607535,5526053106922523923,17100650806346474935
14,14,1,0,37,9,5,5,16294208416658607535,5526053106922523923,17100650806346474935
14,14,2,15,47,9,8,0,16294208416658607535,5526053106922523923,17100650806346474935
14,14,3,33,32,0,10,0,16294208416658607535,5526053106922523923,17100650806346474935
14,14,4,47,37,0,11,0,16294208416658607535,5526053106922523923,17100650806346474935
14,14,5,0,13,0,1,8,16294208416658607535,5526053106922523923,17100650806346474935
14,14,6,0,21,0,3,7,16294208416658607535,5526053106922523923,17100650806346474935
14,14,7,0,19,8,6,6,16294208416658607535,5526053106922523923,17100650806346474935
14,15,0,31,22,0,10,0,10451216379200822465,14603134483732323757,15245497894450284789
14,15,1,0,37,0,5,5,10451216379200822465,14603134483732323757,15245497894450284789
14,15,2,5,52,10,8,0,10451216379200822465,14603134483732323757,15245497894450284789
14,15,3,25,41,8,10,0,10451216379200822465,14603134483732323757,15245497894450284789
14,15,4,47,42,0,12,0,10451216379200822465,14603134483732323757,15245497894450284789
14,15,5,0,13,0,1,8,10451216379200822465,14603134483732323757,15245497894450284789
14,15,6,0,21,0,3,7,10451216379200822465,14603134483732323757,15245497894450284789
14,15,7,0,19,0,6,6,10451216379200822465,14603134483732323757,15245497894450284789
14,16,0,31,30,0,11,0,12172763028394216910,16600606828056960986,13576406955556172749
14,16,1,0,37,0,5,5,12172763028394216910,16600606828056960986,13576406955556172749
14,16,2,0,60,9,8,4,12172763028394216910,16600606828056960986,13576406955556172749
14,16,3,25,49,0,11,0,12172763028394216910,16600606828056960986,13576406955556172749
14,16,4,38,51,9,12,0,12172763028394216910,16600606828056960986,13576406955556172749
14,16,5,0,13,0,1,8,12172763028394216910,16600606828056960986,13576406955556172749
14,16,6,0,21,0,3,7,12172763028394216910,16600606828056960986,13576406955556172749
14,16,7,0,19,0,6,6,12172763028394216910,16600606828056960986,13576406955556172749
14,17,0,31,39,0,12,0,15517599431202433770,5921220470750211415,4533730795200162111
14,17,1,0,37,0,5,5,15517599431202433770,5921220470750211415,4533730795200162111
14,17,2,0,60,0,8,4,15517599431202433770,5921220470750211415,4533730795200162111
14,17,3,16,58,9,11,0,15517599431202433770,5921220470750211415,4533730795200162111
14,17,4,30,59,8,12,0,15517599431202433770,5921220470750211415,4533730795200162111
14,17,5,0,13,0,1,8,15517599431202433770,5921220470750211415,4533730795200162111
14,17,6,0,21,0,3,7,15517599431202433770,5921220470750211415,4533730795200162111
14,17,7,0,19,0,6,6,15517599431202433770,5921220470750211415,4533730795200162111
14,18,0,31,48,0,13,0,10402319577963762796,13178145878841696787,4440247383347629247
14,18,1,0,37,0,5,5,10402319577963762796,13178145878841696787,4440247383347629247
14,18,2,0,60,0,8,4,10402319577963762796,13178145878841696787,4440247383347629247
14,18,3,8,66,8,11,0,10402319577963762796,13178145878841696787,4440247383347629247
14,18,4,21,63,9,12,0,10402319577963762796,13178145878841696787,4440247383347629247
14,18,5,0,13,0,1,8,10402319577963762796,13178145878841696787,4440247383347629247
14,18,6,0,21,0,3,7,10402319577963762796,13178145878841696787,4440247383347629247
14,18,7,0,19,0,6,6,10402319577963762796,13178145878841696787,4440247383347629247
14,19,0,31,57,0,14,0,13509472508297990000,3501237555908801267,8377211406360025493
14,19,1,0,37,0,5,5,13509472508297990000,3501237555908801267,8377211406360025493
14,19,2,0,60,0,8,4,13509472508297990000,3501237555908801267,8377211406360025493
14,19,3,8,74,0,12,0,13509472508297990000,3501237555908801267,8377211406360025493
14,19,4,14,71,7,12,0,13509472508297990000,3501237555908801267,8377211406360025493
14,19,5,0,13,0,1,8,13509472508297990000,3501237555908801267,8377211406360025493
14,19,6,0,21,0,3,7,13509472508297990000,3501237555908801267,8377211406360025493
14,19,7,0,19,0,6,6,13509472508297990000,3501237555908801267,8377211406360025493
14,20,0,31,66,0,15,0,14103010035660836314,15783572572884537641,11230883535190133847
